stepcount_2,strategy_2,strat code_2,move_2,probabilities_2,utility_2,common_move_2,number_coop_2,number_defect_2,outcomes_2,p1_2,p2_2,p3_2,p4_2,u1_2,u2_2,u3_2,u4_2,m1_2,m2_2,m3_2,m4_2,uv_2,wm_2,nc_2,mutC_2
21,VPP,6,{1: 'C'},{1: 0.4000000000000001},12.0,['C'],1,0,"{1: ['C', 'D']}",0.4000000000000001,None,None,None,10.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'D']}",1,0
22,VPP,6,{1: 'C'},{1: 0.4800000000000001},10.0,['C'],1,0,"{1: ['C', 'D']}",0.4800000000000001,None,None,None,8.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'D']}",1,0
23,VPP,6,{1: 'D'},{1: 0.5200000000000001},8.0,['D'],0,1,"{1: ['D', 'D']}",0.5200000000000001,None,None,None,9.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'D']}",0,0
24,VPP,6,{1: 'C'},{1: 0.46000000000000013},9.0,['C'],1,0,"{1: ['C', 'C']}",0.46000000000000013,None,None,None,10.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'D', 'C']}",1,1
25,VPP,6,{1: 'C'},{1: 0.5400000000000001},10.5,['C'],1,0,"{1: ['C', 'D']}",0.5400000000000001,None,None,None,8.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'D']}",1,0
26,VPP,6,{1: 'C'},{1: 0.48000000000000015},8.5,['C'],1,0,"{1: ['C', 'C']}",0.48000000000000015,None,None,None,10.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'C']}",1,1
27,VPP,6,{1: 'D'},{1: 0.40000000000000013},10.0,['D'],0,1,"{1: ['D', 'C']}",0.40000000000000013,None,None,None,12.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'C', 'C']}",0,0
28,VPP,6,{1: 'D'},{1: 0.4400000000000001},12.0,['D'],0,1,"{1: ['D', 'D']}",0.4400000000000001,None,None,None,13.0,None,None,None,2,None,None,None,0.04,"{1: ['C', 'C', 'D']}",0,0
29,VPP,6,{1: 'C'},{1: 0.3800000000000001},13.0,['C'],1,0,"{1: ['C', 'C']}",0.3800000000000001,None,None,None,14.5,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'C']}",1,1
30,VPP,6,{1: 'D'},{1: 0.4200000000000001},14.5,['D'],0,1,"{1: ['D', 'D']}",0.4200000000000001,None,None,None,15.5,None,None,None,2,None,None,None,0.04,"{1: ['D', 'C', 'D']}",0,0
31,VPP,6,{1: 'C'},{1: 0.3600000000000001},15.5,['C'],1,0,"{1: ['C', 'C']}",0.3600000000000001,None,None,None,17.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'C']}",1,1
32,VPP,6,{1: 'C'},{1: 0.3000000000000001},17.0,['C'],1,0,"{1: ['C', 'C']}",0.3000000000000001,None,None,None,18.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'C']}",1,1
33,VPP,6,{1: 'C'},{1: 0.2400000000000001},18.5,['C'],1,0,"{1: ['C', 'C']}",0.2400000000000001,None,None,None,20.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'C', 'C']}",1,1
34,VPP,6,{1: 'C'},{1: 0.1800000000000001},20.0,['C'],1,0,"{1: ['C', 'C']}",0.1800000000000001,None,None,None,21.5,None,None,None,1,None,None,None,0.04,"{1: ['C', 'C', 'C']}",1,1
35,VPP,6,{1: 'C'},{1: 0.2600000000000001},21.5,['C'],1,0,"{1: ['C', 'D']}",0.2600000000000001,None,None,None,19.5,None,None,None,1,None,None,None,0.04,"{1: ['C', 'C', 'D']}",1,0
36,VPP,6,{1: 'C'},{1: 0.20000000000000012},19.5,['C'],1,0,"{1: ['C', 'C']}",0.20000000000000012,None,None,None,21.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'C']}",1,1
37,VPP,6,{1: 'C'},{1: 0.28000000000000014},21.0,['C'],1,0,"{1: ['C', 'D']}",0.28000000000000014,None,None,None,19.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'D']}",1,0
38,VPP,6,{1: 'C'},{1: 0.36000000000000015},19.0,['C'],1,0,"{1: ['C', 'D']}",0.36000000000000015,None,None,None,17.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'D']}",1,0
39,VPP,6,{1: 'C'},{1: 0.44000000000000017},17.0,['C'],1,0,"{1: ['C', 'D']}",0.44000000000000017,None,None,None,15.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'D', 'D']}",1,0
40,VPP,6,{1: 'D'},{1: 0.48000000000000015},15.0,['D'],0,1,"{1: ['D', 'D']}",0.48000000000000015,None,None,None,16.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'D']}",0,0
41,VPP,6,{1: 'C'},{1: 0.42000000000000015},16.0,['C'],1,0,"{1: ['C', 'C']}",0.42000000000000015,None,None,None,17.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'D', 'C']}",1,1
42,VPP,6,{1: 'C'},{1: 0.5000000000000001},17.5,['C'],1,0,"{1: ['C', 'D']}",0.5000000000000001,None,None,None,15.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'D']}",1,0
43,VPP,6,{1: 'C'},{1: 0.4400000000000001},15.5,['C'],1,0,"{1: ['C', 'C']}",0.4400000000000001,None,None,None,17.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'C']}",1,1
44,VPP,6,{1: 'D'},{1: 0.4800000000000001},17.0,['D'],0,1,"{1: ['D', 'D']}",0.4800000000000001,None,None,None,18.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'C', 'D']}",0,0
45,VPP,6,{1: 'D'},{1: 0.4000000000000001},18.0,['D'],0,1,"{1: ['D', 'C']}",0.4000000000000001,None,None,None,20.0,None,None,None,2,None,None,None,0.04,"{1: ['C', 'D', 'C']}",0,0
46,VPP,6,{1: 'C'},{1: 0.3400000000000001},20.0,['C'],1,0,"{1: ['C', 'C']}",0.3400000000000001,None,None,None,21.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'C']}",1,1
47,VPP,6,{1: 'D'},{1: 0.38000000000000006},21.5,['D'],0,1,"{1: ['D', 'D']}",0.38000000000000006,None,None,None,22.5,None,None,None,2,None,None,None,0.04,"{1: ['C', 'C', 'D']}",0,0
48,VPP,6,{1: 'D'},{1: 0.30000000000000004},22.5,['D'],0,1,"{1: ['D', 'C']}",0.30000000000000004,None,None,None,24.5,None,None,None,2,None,None,None,0.04,"{1: ['C', 'D', 'C']}",0,0
49,VPP,6,{1: 'C'},{1: 0.38000000000000006},24.5,['C'],1,0,"{1: ['C', 'D']}",0.38000000000000006,None,None,None,22.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'D']}",1,0
50,VPP,6,{1: 'C'},{1: 0.4600000000000001},22.5,['C'],1,0,"{1: ['C', 'D']}",0.4600000000000001,None,None,None,20.5,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'D']}",1,0
51,VPP,6,{1: 'C'},{1: 0.4000000000000001},20.5,['C'],1,0,"{1: ['C', 'C']}",0.4000000000000001,None,None,None,22.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'D', 'C']}",1,1
52,VPP,6,{1: 'C'},{1: 0.3400000000000001},22.0,['C'],1,0,"{1: ['C', 'C']}",0.3400000000000001,None,None,None,23.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'C']}",1,1
53,VPP,6,{1: 'C'},{1: 0.2800000000000001},23.5,['C'],1,0,"{1: ['C', 'C']}",0.2800000000000001,None,None,None,25.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'C', 'C']}",1,1
54,VPP,6,{1: 'D'},{1: 0.20000000000000007},25.0,['D'],0,1,"{1: ['D', 'C']}",0.20000000000000007,None,None,None,27.0,None,None,None,2,None,None,None,0.04,"{1: ['C', 'C', 'C']}",0,0
55,VPP,6,{1: 'C'},{1: 0.2800000000000001},27.0,['C'],1,0,"{1: ['C', 'D']}",0.2800000000000001,None,None,None,25.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'C', 'D']}",1,0
56,VPP,6,{1: 'C'},{1: 0.3600000000000001},25.0,['C'],1,0,"{1: ['C', 'D']}",0.3600000000000001,None,None,None,23.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'D']}",1,0
57,VPP,6,{1: 'C'},{1: 0.3000000000000001},23.0,['C'],1,0,"{1: ['C', 'C']}",0.3000000000000001,None,None,None,24.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'D', 'C']}",1,1
58,VPP,6,{1: 'C'},{1: 0.2400000000000001},24.5,['C'],1,0,"{1: ['C', 'C']}",0.2400000000000001,None,None,None,26.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'C']}",1,1
59,VPP,6,{1: 'C'},{1: 0.3200000000000001},26.0,['C'],1,0,"{1: ['C', 'D']}",0.3200000000000001,None,None,None,24.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'C', 'D']}",1,0
60,VPP,6,{1: 'C'},{1: 0.2600000000000001},24.0,['C'],1,0,"{1: ['C', 'C']}",0.2600000000000001,None,None,None,25.5,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'C']}",1,1
61,VPP,6,{1: 'C'},{1: 0.20000000000000012},25.5,['C'],1,0,"{1: ['C', 'C']}",0.20000000000000012,None,None,None,27.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'C']}",1,1
62,VPP,6,{1: 'D'},{1: 0.24000000000000013},27.0,['D'],0,1,"{1: ['D', 'D']}",0.24000000000000013,None,None,None,28.0,None,None,None,2,None,None,None,0.04,"{1: ['C', 'C', 'D']}",0,0
63,VPP,6,{1: 'C'},{1: 0.3200000000000001},28.0,['C'],1,0,"{1: ['C', 'D']}",0.3200000000000001,None,None,None,26.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'D']}",1,0
64,VPP,6,{1: 'C'},{1: 0.40000000000000013},26.0,['C'],1,0,"{1: ['C', 'D']}",0.40000000000000013,None,None,None,24.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'D', 'D']}",1,0
65,VPP,6,{1: 'C'},{1: 0.48000000000000015},24.0,['C'],1,0,"{1: ['C', 'D']}",0.48000000000000015,None,None,None,22.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'D', 'D']}",1,0
66,VPP,6,{1: 'C'},{1: 0.42000000000000015},22.0,['C'],1,0,"{1: ['C', 'C']}",0.42000000000000015,None,None,None,23.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'D', 'C']}",1,1
67,VPP,6,{1: 'D'},{1: 0.46000000000000013},23.5,['D'],0,1,"{1: ['D', 'D']}",0.46000000000000013,None,None,None,24.5,None,None,None,2,None,None,None,0.04,"{1: ['D', 'C', 'D']}",0,0
68,VPP,6,{1: 'C'},{1: 0.5400000000000001},24.5,['C'],1,0,"{1: ['C', 'D']}",0.5400000000000001,None,None,None,22.5,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'D']}",1,0
69,VPP,6,{1: 'D'},{1: 0.5800000000000002},22.5,['D'],0,1,"{1: ['D', 'D']}",0.5800000000000002,None,None,None,23.5,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'D']}",0,0
70,VPP,6,{1: 'C'},{1: 0.6600000000000001},23.5,['C'],1,0,"{1: ['C', 'D']}",0.6600000000000001,None,None,None,21.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'D', 'D']}",1,0
71,VPP,6,{1: 'C'},{1: 0.7400000000000001},21.5,['C'],1,0,"{1: ['C', 'D']}",0.7400000000000001,None,None,None,19.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'D', 'D']}",1,0
72,VPP,6,{1: 'D'},{1: 0.7800000000000001},19.5,['D'],0,1,"{1: ['D', 'D']}",0.7800000000000001,None,None,None,20.5,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'D']}",0,0
73,VPP,6,{1: 'D'},{1: 0.8200000000000002},20.5,['D'],0,1,"{1: ['D', 'D']}",0.8200000000000002,None,None,None,21.5,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'D']}",0,0
74,VPP,6,{1: 'D'},{1: 0.7400000000000002},21.5,['D'],0,1,"{1: ['D', 'C']}",0.7400000000000002,None,None,None,23.5,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'C']}",0,0
75,VPP,6,{1: 'D'},{1: 0.6600000000000003},23.5,['D'],0,1,"{1: ['D', 'C']}",0.6600000000000003,None,None,None,25.5,None,None,None,2,None,None,None,0.04,"{1: ['D', 'C', 'C']}",0,0
76,VPP,6,{1: 'C'},{1: 0.7400000000000002},25.5,['C'],1,0,"{1: ['C', 'D']}",0.7400000000000002,None,None,None,23.5,None,None,None,1,None,None,None,0.04,"{1: ['C', 'C', 'D']}",1,0
77,VPP,6,{1: 'C'},{1: 0.8200000000000002},23.5,['C'],1,0,"{1: ['C', 'D']}",0.8200000000000002,None,None,None,21.5,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'D']}",1,0
78,VPP,6,{1: 'D'},{1: 0.7400000000000002},21.5,['D'],0,1,"{1: ['D', 'C']}",0.7400000000000002,None,None,None,23.5,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'C']}",0,0
79,VPP,6,{1: 'D'},{1: 0.7800000000000002},23.5,['D'],0,1,"{1: ['D', 'D']}",0.7800000000000002,None,None,None,24.5,None,None,None,2,None,None,None,0.04,"{1: ['D', 'C', 'D']}",0,0
80,VPP,6,{1: 'D'},{1: 0.7000000000000003},24.5,['D'],0,1,"{1: ['D', 'C']}",0.7000000000000003,None,None,None,26.5,None,None,None,2,None,None,None,0.04,"{1: ['C', 'D', 'C']}",0,0
81,VPP,6,{1: 'D'},{1: 0.7400000000000003},26.5,['D'],0,1,"{1: ['D', 'D']}",0.7400000000000003,None,None,None,27.5,None,None,None,2,None,None,None,0.04,"{1: ['D', 'C', 'D']}",0,0
82,VPP,6,{1: 'D'},{1: 0.6600000000000004},27.5,['D'],0,1,"{1: ['D', 'C']}",0.6600000000000004,None,None,None,29.5,None,None,None,2,None,None,None,0.04,"{1: ['C', 'D', 'C']}",0,0
83,VPP,6,{1: 'D'},{1: 0.5800000000000004},29.5,['D'],0,1,"{1: ['D', 'C']}",0.5800000000000004,None,None,None,31.5,None,None,None,2,None,None,None,0.04,"{1: ['D', 'C', 'C']}",0,0
84,VPP,6,{1: 'D'},{1: 0.5000000000000004},31.5,['D'],0,1,"{1: ['D', 'C']}",0.5000000000000004,None,None,None,33.5,None,None,None,2,None,None,None,0.04,"{1: ['C', 'C', 'C']}",0,0
85,VPP,6,{1: 'D'},{1: 0.42000000000000043},33.5,['D'],0,1,"{1: ['D', 'C']}",0.42000000000000043,None,None,None,35.5,None,None,None,2,None,None,None,0.04,"{1: ['C', 'C', 'C']}",0,0
86,VPP,6,{1: 'C'},{1: 0.36000000000000043},35.5,['C'],1,0,"{1: ['C', 'C']}",0.36000000000000043,None,None,None,37.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'C', 'C']}",1,1
87,VPP,6,{1: 'C'},{1: 0.44000000000000045},37.0,['C'],1,0,"{1: ['C', 'D']}",0.44000000000000045,None,None,None,35.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'C', 'D']}",1,0
88,VPP,6,{1: 'D'},{1: 0.36000000000000043},35.0,['D'],0,1,"{1: ['D', 'C']}",0.36000000000000043,None,None,None,37.0,None,None,None,2,None,None,None,0.04,"{1: ['C', 'D', 'C']}",0,0
89,VPP,6,{1: 'D'},{1: 0.4000000000000004},37.0,['D'],0,1,"{1: ['D', 'D']}",0.4000000000000004,None,None,None,38.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'C', 'D']}",0,0
90,VPP,6,{1: 'C'},{1: 0.4800000000000004},38.0,['C'],1,0,"{1: ['C', 'D']}",0.4800000000000004,None,None,None,36.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'D']}",1,0
91,VPP,6,{1: 'C'},{1: 0.5600000000000004},36.0,['C'],1,0,"{1: ['C', 'D']}",0.5600000000000004,None,None,None,34.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'D', 'D']}",1,0
92,VPP,6,{1: 'C'},{1: 0.6400000000000003},34.0,['C'],1,0,"{1: ['C', 'D']}",0.6400000000000003,None,None,None,32.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'D', 'D']}",1,0
93,VPP,6,{1: 'D'},{1: 0.6800000000000004},32.0,['D'],0,1,"{1: ['D', 'D']}",0.6800000000000004,None,None,None,33.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'D']}",0,0
94,VPP,6,{1: 'D'},{1: 0.7200000000000004},33.0,['D'],0,1,"{1: ['D', 'D']}",0.7200000000000004,None,None,None,34.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'D']}",0,0
95,VPP,6,{1: 'C'},{1: 0.8000000000000004},34.0,['C'],1,0,"{1: ['C', 'D']}",0.8000000000000004,None,None,None,32.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'D', 'D']}",1,0
96,VPP,6,{1: 'D'},{1: 0.7200000000000004},32.0,['D'],0,1,"{1: ['D', 'C']}",0.7200000000000004,None,None,None,34.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'C']}",0,0
97,VPP,6,{1: 'D'},{1: 0.6400000000000005},34.0,['D'],0,1,"{1: ['D', 'C']}",0.6400000000000005,None,None,None,36.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'C', 'C']}",0,0
98,VPP,6,{1: 'D'},{1: 0.6800000000000005},36.0,['D'],0,1,"{1: ['D', 'D']}",0.6800000000000005,None,None,None,37.0,None,None,None,2,None,None,None,0.04,"{1: ['C', 'C', 'D']}",0,0
99,VPP,6,{1: 'D'},{1: 0.7200000000000005},37.0,['D'],0,1,"{1: ['D', 'D']}",0.7200000000000005,None,None,None,38.0,None,None,None,2,None,None,None,0.04,"{1: ['C', 'D', 'D']}",0,0
100,VPP,6,{1: 'D'},{1: 0.6400000000000006},38.0,['D'],0,1,"{1: ['D', 'C']}",0.6400000000000006,None,None,None,40.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'C']}",0,0
101,VPP,6,{1: 'C'},{1: 0.7200000000000005},40.0,['C'],1,0,"{1: ['C', 'D']}",0.7200000000000005,None,None,None,38.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'D']}",1,0
102,VPP,6,{1: 'D'},{1: 0.6400000000000006},38.0,['D'],0,1,"{1: ['D', 'C']}",0.6400000000000006,None,None,None,40.0,None,None,None,2,None,None,None,0.04,"{1: ['C', 'D', 'C']}",0,0
103,VPP,6,{1: 'D'},{1: 0.5600000000000006},40.0,['D'],0,1,"{1: ['D', 'C']}",0.5600000000000006,None,None,None,42.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'C', 'C']}",0,0
104,VPP,6,{1: 'D'},{1: 0.4800000000000006},42.0,['D'],0,1,"{1: ['D', 'C']}",0.4800000000000006,None,None,None,44.0,None,None,None,2,None,None,None,0.04,"{1: ['C', 'C', 'C']}",0,0
105,VPP,6,{1: 'D'},{1: 0.5200000000000006},44.0,['D'],0,1,"{1: ['D', 'D']}",0.5200000000000006,None,None,None,45.0,None,None,None,2,None,None,None,0.04,"{1: ['C', 'C', 'D']}",0,0
106,VPP,6,{1: 'C'},{1: 0.6000000000000005},45.0,['C'],1,0,"{1: ['C', 'D']}",0.6000000000000005,None,None,None,43.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'D']}",1,0
107,VPP,6,{1: 'D'},{1: 0.6400000000000006},43.0,['D'],0,1,"{1: ['D', 'D']}",0.6400000000000006,None,None,None,44.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'D']}",0,0
108,VPP,6,{1: 'C'},{1: 0.7200000000000005},44.0,['C'],1,0,"{1: ['C', 'D']}",0.7200000000000005,None,None,None,42.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'D', 'D']}",1,0
109,VPP,6,{1: 'C'},{1: 0.6600000000000006},42.0,['C'],1,0,"{1: ['C', 'C']}",0.6600000000000006,None,None,None,43.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'D', 'C']}",1,1
110,VPP,6,{1: 'D'},{1: 0.7000000000000006},43.5,['D'],0,1,"{1: ['D', 'D']}",0.7000000000000006,None,None,None,44.5,None,None,None,2,None,None,None,0.04,"{1: ['D', 'C', 'D']}",0,0
111,VPP,6,{1: 'C'},{1: 0.6400000000000006},44.5,['C'],1,0,"{1: ['C', 'C']}",0.6400000000000006,None,None,None,46.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'C']}",1,1
112,VPP,6,{1: 'C'},{1: 0.7200000000000005},46.0,['C'],1,0,"{1: ['C', 'D']}",0.7200000000000005,None,None,None,44.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'D']}",1,0
113,VPP,6,{1: 'D'},{1: 0.7600000000000006},44.0,['D'],0,1,"{1: ['D', 'D']}",0.7600000000000006,None,None,None,45.0,None,None,None,2,None,None,None,0.04,"{1: ['C', 'D', 'D']}",0,0
114,VPP,6,{1: 'D'},{1: 0.6800000000000006},45.0,['D'],0,1,"{1: ['D', 'C']}",0.6800000000000006,None,None,None,47.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'C']}",0,0
115,VPP,6,{1: 'C'},{1: 0.6200000000000006},47.0,['C'],1,0,"{1: ['C', 'C']}",0.6200000000000006,None,None,None,48.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'C']}",1,1
116,VPP,6,{1: 'D'},{1: 0.5400000000000006},48.5,['D'],0,1,"{1: ['D', 'C']}",0.5400000000000006,None,None,None,50.5,None,None,None,2,None,None,None,0.04,"{1: ['C', 'C', 'C']}",0,0
117,VPP,6,{1: 'C'},{1: 0.6200000000000006},50.5,['C'],1,0,"{1: ['C', 'D']}",0.6200000000000006,None,None,None,48.5,None,None,None,1,None,None,None,0.04,"{1: ['C', 'C', 'D']}",1,0
118,VPP,6,{1: 'C'},{1: 0.7000000000000005},48.5,['C'],1,0,"{1: ['C', 'D']}",0.7000000000000005,None,None,None,46.5,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'D']}",1,0
119,VPP,6,{1: 'D'},{1: 0.6200000000000006},46.5,['D'],0,1,"{1: ['D', 'C']}",0.6200000000000006,None,None,None,48.5,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'C']}",0,0
120,VPP,6,{1: 'C'},{1: 0.7000000000000005},48.5,['C'],1,0,"{1: ['C', 'D']}",0.7000000000000005,None,None,None,46.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'D']}",1,0
121,VPP,6,{1: 'D'},{1: 0.6200000000000006},46.5,['D'],0,1,"{1: ['D', 'C']}",0.6200000000000006,None,None,None,48.5,None,None,None,2,None,None,None,0.04,"{1: ['C', 'D', 'C']}",0,0
122,VPP,6,{1: 'C'},{1: 0.5600000000000005},48.5,['C'],1,0,"{1: ['C', 'C']}",0.5600000000000005,None,None,None,50.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'C']}",1,1
123,VPP,6,{1: 'C'},{1: 0.6400000000000005},50.0,['C'],1,0,"{1: ['C', 'D']}",0.6400000000000005,None,None,None,48.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'C', 'D']}",1,0
124,VPP,6,{1: 'D'},{1: 0.6800000000000005},48.0,['D'],0,1,"{1: ['D', 'D']}",0.6800000000000005,None,None,None,49.0,None,None,None,2,None,None,None,0.04,"{1: ['C', 'D', 'D']}",0,0
125,VPP,6,{1: 'D'},{1: 0.7200000000000005},49.0,['D'],0,1,"{1: ['D', 'D']}",0.7200000000000005,None,None,None,50.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'D']}",0,0
126,VPP,6,{1: 'C'},{1: 0.8000000000000005},50.0,['C'],1,0,"{1: ['C', 'D']}",0.8000000000000005,None,None,None,48.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'D', 'D']}",1,0
127,VPP,6,{1: 'D'},{1: 0.7200000000000005},48.0,['D'],0,1,"{1: ['D', 'C']}",0.7200000000000005,None,None,None,50.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'C']}",0,0
128,VPP,6,{1: 'C'},{1: 0.6600000000000006},50.0,['C'],1,0,"{1: ['C', 'C']}",0.6600000000000006,None,None,None,51.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'C']}",1,1
129,VPP,6,{1: 'D'},{1: 0.5800000000000006},51.5,['D'],0,1,"{1: ['D', 'C']}",0.5800000000000006,None,None,None,53.5,None,None,None,2,None,None,None,0.04,"{1: ['C', 'C', 'C']}",0,0
130,VPP,6,{1: 'C'},{1: 0.6600000000000006},53.5,['C'],1,0,"{1: ['C', 'D']}",0.6600000000000006,None,None,None,51.5,None,None,None,1,None,None,None,0.04,"{1: ['C', 'C', 'D']}",1,0
131,VPP,6,{1: 'D'},{1: 0.7000000000000006},51.5,['D'],0,1,"{1: ['D', 'D']}",0.7000000000000006,None,None,None,52.5,None,None,None,2,None,None,None,0.04,"{1: ['C', 'D', 'D']}",0,0
132,VPP,6,{1: 'D'},{1: 0.7400000000000007},52.5,['D'],0,1,"{1: ['D', 'D']}",0.7400000000000007,None,None,None,53.5,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'D']}",0,0
133,VPP,6,{1: 'D'},{1: 0.7800000000000007},53.5,['D'],0,1,"{1: ['D', 'D']}",0.7800000000000007,None,None,None,54.5,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'D']}",0,0
134,VPP,6,{1: 'C'},{1: 0.8600000000000007},54.5,['C'],1,0,"{1: ['C', 'D']}",0.8600000000000007,None,None,None,52.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'D', 'D']}",1,0
135,VPP,6,{1: 'D'},{1: 0.7800000000000007},52.5,['D'],0,1,"{1: ['D', 'C']}",0.7800000000000007,None,None,None,54.5,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'C']}",0,0
136,VPP,6,{1: 'D'},{1: 0.7000000000000007},54.5,['D'],0,1,"{1: ['D', 'C']}",0.7000000000000007,None,None,None,56.5,None,None,None,2,None,None,None,0.04,"{1: ['D', 'C', 'C']}",0,0
137,VPP,6,{1: 'D'},{1: 0.7400000000000008},56.5,['D'],0,1,"{1: ['D', 'D']}",0.7400000000000008,None,None,None,57.5,None,None,None,2,None,None,None,0.04,"{1: ['C', 'C', 'D']}",0,0
138,VPP,6,{1: 'D'},{1: 0.7800000000000008},57.5,['D'],0,1,"{1: ['D', 'D']}",0.7800000000000008,None,None,None,58.5,None,None,None,2,None,None,None,0.04,"{1: ['C', 'D', 'D']}",0,0
139,VPP,6,{1: 'D'},{1: 0.8200000000000008},58.5,['D'],0,1,"{1: ['D', 'D']}",0.8200000000000008,None,None,None,59.5,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'D']}",0,0
140,VPP,6,{1: 'D'},{1: 0.8600000000000009},59.5,['D'],0,1,"{1: ['D', 'D']}",0.8600000000000009,None,None,None,60.5,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'D']}",0,0
141,VPP,6,{1: 'C'},{1: 0.9400000000000008},60.5,['C'],1,0,"{1: ['C', 'D']}",0.9400000000000008,None,None,None,58.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'D', 'D']}",1,0
