stepcount_2,strategy_2,strat code_2,move_2,probabilities_2,utility_2,common_move_2,number_coop_2,number_defect_2,outcomes_2,p1_2,p2_2,p3_2,p4_2,u1_2,u2_2,u3_2,u4_2,m1_2,m2_2,m3_2,m4_2,uv_2,wm_2,nc_2,mutC_2
137,RANDOM,0,{1: 'D'},{1: 0.19499999999999984},98.5,['D'],0,1,"{1: ['D', 'C']}",0.19499999999999984,None,None,None,100.5,None,None,None,2,None,None,None,0.01,{1: ['C']},0,0
138,RANDOM,0,{1: 'C'},{1: 0.21499999999999983},100.5,['C'],1,0,"{1: ['C', 'D']}",0.21499999999999983,None,None,None,98.5,None,None,None,1,None,None,None,0.01,{},1,0
139,RANDOM,0,{1: 'D'},{1: 0.22499999999999984},98.5,['D'],0,1,"{1: ['D', 'D']}",0.22499999999999984,None,None,None,99.5,None,None,None,2,None,None,None,0.01,{1: ['D']},0,0
140,RANDOM,0,{1: 'C'},{1: 0.24499999999999983},99.5,['C'],1,0,"{1: ['C', 'D']}",0.24499999999999983,None,None,None,97.5,None,None,None,1,None,None,None,0.01,{},1,0
141,RANDOM,0,{1: 'D'},{1: 0.22499999999999984},97.5,['D'],0,1,"{1: ['D', 'C']}",0.22499999999999984,None,None,None,99.5,None,None,None,2,None,None,None,0.01,{1: ['C']},0,0
142,RANDOM,0,{1: 'D'},{1: 0.23499999999999985},99.5,['D'],0,1,"{1: ['D', 'D']}",0.23499999999999985,None,None,None,100.5,None,None,None,2,None,None,None,0.01,{},0,0
143,RANDOM,0,{1: 'C'},{1: 0.25499999999999984},100.5,['C'],1,0,"{1: ['C', 'D']}",0.25499999999999984,None,None,None,98.5,None,None,None,1,None,None,None,0.01,{1: ['D']},1,0
144,RANDOM,0,{1: 'D'},{1: 0.26499999999999985},98.5,['D'],0,1,"{1: ['D', 'D']}",0.26499999999999985,None,None,None,99.5,None,None,None,2,None,None,None,0.01,{},0,0
145,RANDOM,0,{1: 'C'},{1: 0.28499999999999986},99.5,['C'],1,0,"{1: ['C', 'D']}",0.28499999999999986,None,None,None,97.5,None,None,None,1,None,None,None,0.01,{1: ['D']},1,0
146,RANDOM,0,{1: 'C'},{1: 0.3049999999999999},97.5,['C'],1,0,"{1: ['C', 'D']}",0.3049999999999999,None,None,None,95.5,None,None,None,1,None,None,None,0.01,{},1,0
147,RANDOM,0,{1: 'D'},{1: 0.28499999999999986},95.5,['D'],0,1,"{1: ['D', 'C']}",0.28499999999999986,None,None,None,97.5,None,None,None,2,None,None,None,0.01,{1: ['C']},0,0
148,RANDOM,0,{1: 'D'},{1: 0.26499999999999985},97.5,['D'],0,1,"{1: ['D', 'C']}",0.26499999999999985,None,None,None,99.5,None,None,None,2,None,None,None,0.01,{},0,0
149,RANDOM,0,{1: 'D'},{1: 0.24499999999999986},99.5,['D'],0,1,"{1: ['D', 'C']}",0.24499999999999986,None,None,None,101.5,None,None,None,2,None,None,None,0.01,{1: ['C']},0,0
150,RANDOM,0,{1: 'D'},{1: 0.25499999999999984},101.5,['D'],0,1,"{1: ['D', 'D']}",0.25499999999999984,None,None,None,102.5,None,None,None,2,None,None,None,0.01,{},0,0
151,RANDOM,0,{1: 'D'},{1: 0.23499999999999985},102.5,['D'],0,1,"{1: ['D', 'C']}",0.23499999999999985,None,None,None,104.5,None,None,None,2,None,None,None,0.01,{1: ['C']},0,0
152,RANDOM,0,{1: 'C'},{1: 0.25499999999999984},104.5,['C'],1,0,"{1: ['C', 'D']}",0.25499999999999984,None,None,None,102.5,None,None,None,1,None,None,None,0.01,{},1,0
153,RANDOM,0,{1: 'C'},{1: 0.27499999999999986},102.5,['C'],1,0,"{1: ['C', 'D']}",0.27499999999999986,None,None,None,100.5,None,None,None,1,None,None,None,0.01,{1: ['D']},1,0
154,RANDOM,0,{1: 'D'},{1: 0.25499999999999984},100.5,['D'],0,1,"{1: ['D', 'C']}",0.25499999999999984,None,None,None,102.5,None,None,None,2,None,None,None,0.01,{},0,0
155,RANDOM,0,{1: 'C'},{1: 0.23999999999999982},102.5,['C'],1,0,"{1: ['C', 'C']}",0.23999999999999982,None,None,None,104.0,None,None,None,1,None,None,None,0.01,{1: ['C']},1,1
156,RANDOM,0,{1: 'D'},{1: 0.24999999999999983},104.0,['D'],0,1,"{1: ['D', 'D']}",0.24999999999999983,None,None,None,105.0,None,None,None,2,None,None,None,0.01,{},0,0
157,RANDOM,0,{1: 'D'},{1: 0.25999999999999984},105.0,['D'],0,1,"{1: ['D', 'D']}",0.25999999999999984,None,None,None,106.0,None,None,None,2,None,None,None,0.01,{1: ['D']},0,0
158,RANDOM,0,{1: 'C'},{1: 0.27999999999999986},106.0,['C'],1,0,"{1: ['C', 'D']}",0.27999999999999986,None,None,None,104.0,None,None,None,1,None,None,None,0.01,{},1,0
159,RANDOM,0,{1: 'D'},{1: 0.25999999999999984},104.0,['D'],0,1,"{1: ['D', 'C']}",0.25999999999999984,None,None,None,106.0,None,None,None,2,None,None,None,0.01,{1: ['C']},0,0
160,RANDOM,0,{1: 'C'},{1: 0.27999999999999986},106.0,['C'],1,0,"{1: ['C', 'D']}",0.27999999999999986,None,None,None,104.0,None,None,None,1,None,None,None,0.01,{},1,0
161,RANDOM,0,{1: 'D'},{1: 0.28999999999999987},104.0,['D'],0,1,"{1: ['D', 'D']}",0.28999999999999987,None,None,None,105.0,None,None,None,2,None,None,None,0.01,{1: ['D']},0,0
162,RANDOM,0,{1: 'D'},{1: 0.2999999999999999},105.0,['D'],0,1,"{1: ['D', 'D']}",0.2999999999999999,None,None,None,106.0,None,None,None,2,None,None,None,0.01,{},0,0
163,RANDOM,0,{1: 'D'},{1: 0.27999999999999986},106.0,['D'],0,1,"{1: ['D', 'C']}",0.27999999999999986,None,None,None,108.0,None,None,None,2,None,None,None,0.01,{1: ['C']},0,0
164,RANDOM,0,{1: 'C'},{1: 0.2999999999999999},108.0,['C'],1,0,"{1: ['C', 'D']}",0.2999999999999999,None,None,None,106.0,None,None,None,1,None,None,None,0.01,{},1,0
165,RANDOM,0,{1: 'D'},{1: 0.27999999999999986},106.0,['D'],0,1,"{1: ['D', 'C']}",0.27999999999999986,None,None,None,108.0,None,None,None,2,None,None,None,0.01,{1: ['C']},0,0
166,RANDOM,0,{1: 'C'},{1: 0.2999999999999999},108.0,['C'],1,0,"{1: ['C', 'D']}",0.2999999999999999,None,None,None,106.0,None,None,None,1,None,None,None,0.01,{},1,0
167,RANDOM,0,{1: 'C'},{1: 0.3199999999999999},106.0,['C'],1,0,"{1: ['C', 'D']}",0.3199999999999999,None,None,None,104.0,None,None,None,1,None,None,None,0.01,{1: ['D']},1,0
168,RANDOM,0,{1: 'C'},{1: 0.3049999999999999},104.0,['C'],1,0,"{1: ['C', 'C']}",0.3049999999999999,None,None,None,105.5,None,None,None,1,None,None,None,0.01,{},1,1
169,RANDOM,0,{1: 'C'},{1: 0.28999999999999987},105.5,['C'],1,0,"{1: ['C', 'C']}",0.28999999999999987,None,None,None,107.0,None,None,None,1,None,None,None,0.01,{1: ['C']},1,1
170,RANDOM,0,{1: 'D'},{1: 0.26999999999999985},107.0,['D'],0,1,"{1: ['D', 'C']}",0.26999999999999985,None,None,None,109.0,None,None,None,2,None,None,None,0.01,{},0,0
171,RANDOM,0,{1: 'D'},{1: 0.24999999999999986},109.0,['D'],0,1,"{1: ['D', 'C']}",0.24999999999999986,None,None,None,111.0,None,None,None,2,None,None,None,0.01,{1: ['C']},0,0
172,RANDOM,0,{1: 'D'},{1: 0.25999999999999984},111.0,['D'],0,1,"{1: ['D', 'D']}",0.25999999999999984,None,None,None,112.0,None,None,None,2,None,None,None,0.01,{},0,0
173,RANDOM,0,{1: 'C'},{1: 0.27999999999999986},112.0,['C'],1,0,"{1: ['C', 'D']}",0.27999999999999986,None,None,None,110.0,None,None,None,1,None,None,None,0.01,{1: ['D']},1,0
174,RANDOM,0,{1: 'D'},{1: 0.28999999999999987},110.0,['D'],0,1,"{1: ['D', 'D']}",0.28999999999999987,None,None,None,111.0,None,None,None,2,None,None,None,0.01,{},0,0
175,RANDOM,0,{1: 'D'},{1: 0.26999999999999985},111.0,['D'],0,1,"{1: ['D', 'C']}",0.26999999999999985,None,None,None,113.0,None,None,None,2,None,None,None,0.01,{1: ['C']},0,0
176,RANDOM,0,{1: 'C'},{1: 0.28999999999999987},113.0,['C'],1,0,"{1: ['C', 'D']}",0.28999999999999987,None,None,None,111.0,None,None,None,1,None,None,None,0.01,{},1,0
177,RANDOM,0,{1: 'D'},{1: 0.2999999999999999},111.0,['D'],0,1,"{1: ['D', 'D']}",0.2999999999999999,None,None,None,112.0,None,None,None,2,None,None,None,0.01,{1: ['D']},0,0
178,RANDOM,0,{1: 'D'},{1: 0.3099999999999999},112.0,['D'],0,1,"{1: ['D', 'D']}",0.3099999999999999,None,None,None,113.0,None,None,None,2,None,None,None,0.01,{},0,0
179,RANDOM,0,{1: 'D'},{1: 0.3199999999999999},113.0,['D'],0,1,"{1: ['D', 'D']}",0.3199999999999999,None,None,None,114.0,None,None,None,2,None,None,None,0.01,{1: ['D']},0,0
180,RANDOM,0,{1: 'C'},{1: 0.3399999999999999},114.0,['C'],1,0,"{1: ['C', 'D']}",0.3399999999999999,None,None,None,112.0,None,None,None,1,None,None,None,0.01,{},1,0
181,RANDOM,0,{1: 'D'},{1: 0.3499999999999999},112.0,['D'],0,1,"{1: ['D', 'D']}",0.3499999999999999,None,None,None,113.0,None,None,None,2,None,None,None,0.01,{1: ['D']},0,0
182,RANDOM,0,{1: 'C'},{1: 0.3349999999999999},113.0,['C'],1,0,"{1: ['C', 'C']}",0.3349999999999999,None,None,None,114.5,None,None,None,1,None,None,None,0.01,{},1,1
183,RANDOM,0,{1: 'C'},{1: 0.3549999999999999},114.5,['C'],1,0,"{1: ['C', 'D']}",0.3549999999999999,None,None,None,112.5,None,None,None,1,None,None,None,0.01,{1: ['D']},1,0
184,RANDOM,0,{1: 'D'},{1: 0.3349999999999999},112.5,['D'],0,1,"{1: ['D', 'C']}",0.3349999999999999,None,None,None,114.5,None,None,None,2,None,None,None,0.01,{},0,0
185,RANDOM,0,{1: 'D'},{1: 0.3149999999999999},114.5,['D'],0,1,"{1: ['D', 'C']}",0.3149999999999999,None,None,None,116.5,None,None,None,2,None,None,None,0.01,{1: ['C']},0,0
186,RANDOM,0,{1: 'D'},{1: 0.2949999999999999},116.5,['D'],0,1,"{1: ['D', 'C']}",0.2949999999999999,None,None,None,118.5,None,None,None,2,None,None,None,0.01,{},0,0
187,RANDOM,0,{1: 'C'},{1: 0.3149999999999999},118.5,['C'],1,0,"{1: ['C', 'D']}",0.3149999999999999,None,None,None,116.5,None,None,None,1,None,None,None,0.01,{1: ['D']},1,0
188,RANDOM,0,{1: 'C'},{1: 0.3349999999999999},116.5,['C'],1,0,"{1: ['C', 'D']}",0.3349999999999999,None,None,None,114.5,None,None,None,1,None,None,None,0.01,{},1,0
189,RANDOM,0,{1: 'C'},{1: 0.3549999999999999},114.5,['C'],1,0,"{1: ['C', 'D']}",0.3549999999999999,None,None,None,112.5,None,None,None,1,None,None,None,0.01,{1: ['D']},1,0
190,RANDOM,0,{1: 'C'},{1: 0.37499999999999994},112.5,['C'],1,0,"{1: ['C', 'D']}",0.37499999999999994,None,None,None,110.5,None,None,None,1,None,None,None,0.01,{},1,0
191,RANDOM,0,{1: 'C'},{1: 0.39499999999999996},110.5,['C'],1,0,"{1: ['C', 'D']}",0.39499999999999996,None,None,None,108.5,None,None,None,1,None,None,None,0.01,{1: ['D']},1,0
192,RANDOM,0,{1: 'D'},{1: 0.40499999999999997},108.5,['D'],0,1,"{1: ['D', 'D']}",0.40499999999999997,None,None,None,109.5,None,None,None,2,None,None,None,0.01,{},0,0
193,RANDOM,0,{1: 'C'},{1: 0.38999999999999996},109.5,['C'],1,0,"{1: ['C', 'C']}",0.38999999999999996,None,None,None,111.0,None,None,None,1,None,None,None,0.01,{1: ['C']},1,1
194,RANDOM,0,{1: 'D'},{1: 0.39999999999999997},111.0,['D'],0,1,"{1: ['D', 'D']}",0.39999999999999997,None,None,None,112.0,None,None,None,2,None,None,None,0.01,{},0,0
195,RANDOM,0,{1: 'D'},{1: 0.41},112.0,['D'],0,1,"{1: ['D', 'D']}",0.41,None,None,None,113.0,None,None,None,2,None,None,None,0.01,{1: ['D']},0,0
196,RANDOM,0,{1: 'C'},{1: 0.43},113.0,['C'],1,0,"{1: ['C', 'D']}",0.43,None,None,None,111.0,None,None,None,1,None,None,None,0.01,{},1,0
197,RANDOM,0,{1: 'C'},{1: 0.415},111.0,['C'],1,0,"{1: ['C', 'C']}",0.415,None,None,None,112.5,None,None,None,1,None,None,None,0.01,{1: ['C']},1,1
198,RANDOM,0,{1: 'D'},{1: 0.39499999999999996},112.5,['D'],0,1,"{1: ['D', 'C']}",0.39499999999999996,None,None,None,114.5,None,None,None,2,None,None,None,0.01,{},0,0
199,RANDOM,0,{1: 'D'},{1: 0.37499999999999994},114.5,['D'],0,1,"{1: ['D', 'C']}",0.37499999999999994,None,None,None,116.5,None,None,None,2,None,None,None,0.01,{1: ['C']},0,0
200,RANDOM,0,{1: 'C'},{1: 0.39499999999999996},116.5,['C'],1,0,"{1: ['C', 'D']}",0.39499999999999996,None,None,None,114.5,None,None,None,1,None,None,None,0.01,{},1,0
201,RANDOM,0,{1: 'D'},{1: 0.40499999999999997},114.5,['D'],0,1,"{1: ['D', 'D']}",0.40499999999999997,None,None,None,115.5,None,None,None,2,None,None,None,0.01,{1: ['D']},0,0
202,RANDOM,0,{1: 'C'},{1: 0.425},115.5,['C'],1,0,"{1: ['C', 'D']}",0.425,None,None,None,113.5,None,None,None,1,None,None,None,0.01,{},1,0
203,RANDOM,0,{1: 'C'},{1: 0.445},113.5,['C'],1,0,"{1: ['C', 'D']}",0.445,None,None,None,111.5,None,None,None,1,None,None,None,0.01,{1: ['D']},1,0
204,RANDOM,0,{1: 'D'},{1: 0.455},111.5,['D'],0,1,"{1: ['D', 'D']}",0.455,None,None,None,112.5,None,None,None,2,None,None,None,0.01,{},0,0
205,RANDOM,0,{1: 'D'},{1: 0.435},112.5,['D'],0,1,"{1: ['D', 'C']}",0.435,None,None,None,114.5,None,None,None,2,None,None,None,0.01,{1: ['C']},0,0
206,RANDOM,0,{1: 'C'},{1: 0.455},114.5,['C'],1,0,"{1: ['C', 'D']}",0.455,None,None,None,112.5,None,None,None,1,None,None,None,0.01,{},1,0
207,RANDOM,0,{1: 'C'},{1: 0.44},112.5,['C'],1,0,"{1: ['C', 'C']}",0.44,None,None,None,114.0,None,None,None,1,None,None,None,0.01,{1: ['C']},1,1
208,RANDOM,0,{1: 'C'},{1: 0.425},114.0,['C'],1,0,"{1: ['C', 'C']}",0.425,None,None,None,115.5,None,None,None,1,None,None,None,0.01,{},1,1
209,RANDOM,0,{1: 'C'},{1: 0.41},115.5,['C'],1,0,"{1: ['C', 'C']}",0.41,None,None,None,117.0,None,None,None,1,None,None,None,0.01,{1: ['C']},1,1
210,RANDOM,0,{1: 'D'},{1: 0.42},117.0,['D'],0,1,"{1: ['D', 'D']}",0.42,None,None,None,118.0,None,None,None,2,None,None,None,0.01,{},0,0
211,RANDOM,0,{1: 'C'},{1: 0.44},118.0,['C'],1,0,"{1: ['C', 'D']}",0.44,None,None,None,116.0,None,None,None,1,None,None,None,0.01,{1: ['D']},1,0
212,RANDOM,0,{1: 'D'},{1: 0.45},116.0,['D'],0,1,"{1: ['D', 'D']}",0.45,None,None,None,117.0,None,None,None,2,None,None,None,0.01,{},0,0
213,RANDOM,0,{1: 'D'},{1: 0.43},117.0,['D'],0,1,"{1: ['D', 'C']}",0.43,None,None,None,119.0,None,None,None,2,None,None,None,0.01,{1: ['C']},0,0
214,RANDOM,0,{1: 'C'},{1: 0.45},119.0,['C'],1,0,"{1: ['C', 'D']}",0.45,None,None,None,117.0,None,None,None,1,None,None,None,0.01,{},1,0
215,RANDOM,0,{1: 'D'},{1: 0.46},117.0,['D'],0,1,"{1: ['D', 'D']}",0.46,None,None,None,118.0,None,None,None,2,None,None,None,0.01,{1: ['D']},0,0
216,RANDOM,0,{1: 'D'},{1: 0.47000000000000003},118.0,['D'],0,1,"{1: ['D', 'D']}",0.47000000000000003,None,None,None,119.0,None,None,None,2,None,None,None,0.01,{},0,0
217,RANDOM,0,{1: 'D'},{1: 0.48000000000000004},119.0,['D'],0,1,"{1: ['D', 'D']}",0.48000000000000004,None,None,None,120.0,None,None,None,2,None,None,None,0.01,{1: ['D']},0,0
218,RANDOM,0,{1: 'C'},{1: 0.465},120.0,['C'],1,0,"{1: ['C', 'C']}",0.465,None,None,None,121.5,None,None,None,1,None,None,None,0.01,{},1,1
219,RANDOM,0,{1: 'C'},{1: 0.48500000000000004},121.5,['C'],1,0,"{1: ['C', 'D']}",0.48500000000000004,None,None,None,119.5,None,None,None,1,None,None,None,0.01,{1: ['D']},1,0
220,RANDOM,0,{1: 'D'},{1: 0.49500000000000005},119.5,['D'],0,1,"{1: ['D', 'D']}",0.49500000000000005,None,None,None,120.5,None,None,None,2,None,None,None,0.01,{},0,0
221,RANDOM,0,{1: 'D'},{1: 0.505},120.5,['D'],0,1,"{1: ['D', 'D']}",0.505,None,None,None,121.5,None,None,None,2,None,None,None,0.01,{1: ['D']},0,0
222,RANDOM,0,{1: 'D'},{1: 0.485},121.5,['D'],0,1,"{1: ['D', 'C']}",0.485,None,None,None,123.5,None,None,None,2,None,None,None,0.01,{},0,0
223,RANDOM,0,{1: 'C'},{1: 0.47},123.5,['C'],1,0,"{1: ['C', 'C']}",0.47,None,None,None,125.0,None,None,None,1,None,None,None,0.01,{1: ['C']},1,1
224,RANDOM,0,{1: 'D'},{1: 0.44999999999999996},125.0,['D'],0,1,"{1: ['D', 'C']}",0.44999999999999996,None,None,None,127.0,None,None,None,2,None,None,None,0.01,{},0,0
225,RANDOM,0,{1: 'D'},{1: 0.45999999999999996},127.0,['D'],0,1,"{1: ['D', 'D']}",0.45999999999999996,None,None,None,128.0,None,None,None,2,None,None,None,0.01,{1: ['D']},0,0
226,RANDOM,0,{1: 'D'},{1: 0.43999999999999995},128.0,['D'],0,1,"{1: ['D', 'C']}",0.43999999999999995,None,None,None,130.0,None,None,None,2,None,None,None,0.01,{},0,0
227,RANDOM,0,{1: 'C'},{1: 0.45999999999999996},130.0,['C'],1,0,"{1: ['C', 'D']}",0.45999999999999996,None,None,None,128.0,None,None,None,1,None,None,None,0.01,{1: ['D']},1,0
228,RANDOM,0,{1: 'C'},{1: 0.48},128.0,['C'],1,0,"{1: ['C', 'D']}",0.48,None,None,None,126.0,None,None,None,1,None,None,None,0.01,{},1,0
229,RANDOM,0,{1: 'C'},{1: 0.46499999999999997},126.0,['C'],1,0,"{1: ['C', 'C']}",0.46499999999999997,None,None,None,127.5,None,None,None,1,None,None,None,0.01,{1: ['C']},1,1
230,RANDOM,0,{1: 'D'},{1: 0.475},127.5,['D'],0,1,"{1: ['D', 'D']}",0.475,None,None,None,128.5,None,None,None,2,None,None,None,0.01,{},0,0
231,RANDOM,0,{1: 'C'},{1: 0.495},128.5,['C'],1,0,"{1: ['C', 'D']}",0.495,None,None,None,126.5,None,None,None,1,None,None,None,0.01,{1: ['D']},1,0
232,RANDOM,0,{1: 'C'},{1: 0.48},126.5,['C'],1,0,"{1: ['C', 'C']}",0.48,None,None,None,128.0,None,None,None,1,None,None,None,0.01,{},1,1
233,RANDOM,0,{1: 'C'},{1: 0.46499999999999997},128.0,['C'],1,0,"{1: ['C', 'C']}",0.46499999999999997,None,None,None,129.5,None,None,None,1,None,None,None,0.01,{1: ['C']},1,1
234,RANDOM,0,{1: 'C'},{1: 0.44999999999999996},129.5,['C'],1,0,"{1: ['C', 'C']}",0.44999999999999996,None,None,None,131.0,None,None,None,1,None,None,None,0.01,{},1,1
235,RANDOM,0,{1: 'D'},{1: 0.42999999999999994},131.0,['D'],0,1,"{1: ['D', 'C']}",0.42999999999999994,None,None,None,133.0,None,None,None,2,None,None,None,0.01,{1: ['C']},0,0
236,RANDOM,0,{1: 'C'},{1: 0.4149999999999999},133.0,['C'],1,0,"{1: ['C', 'C']}",0.4149999999999999,None,None,None,134.5,None,None,None,1,None,None,None,0.01,{},1,1
237,RANDOM,0,{1: 'C'},{1: 0.43499999999999994},134.5,['C'],1,0,"{1: ['C', 'D']}",0.43499999999999994,None,None,None,132.5,None,None,None,1,None,None,None,0.01,{1: ['D']},1,0
238,RANDOM,0,{1: 'C'},{1: 0.45499999999999996},132.5,['C'],1,0,"{1: ['C', 'D']}",0.45499999999999996,None,None,None,130.5,None,None,None,1,None,None,None,0.01,{},1,0
239,RANDOM,0,{1: 'D'},{1: 0.43499999999999994},130.5,['D'],0,1,"{1: ['D', 'C']}",0.43499999999999994,None,None,None,132.5,None,None,None,2,None,None,None,0.01,{1: ['C']},0,0
240,RANDOM,0,{1: 'C'},{1: 0.41999999999999993},132.5,['C'],1,0,"{1: ['C', 'C']}",0.41999999999999993,None,None,None,134.0,None,None,None,1,None,None,None,0.01,{},1,1
241,RANDOM,0,{1: 'C'},{1: 0.4049999999999999},134.0,['C'],1,0,"{1: ['C', 'C']}",0.4049999999999999,None,None,None,135.5,None,None,None,1,None,None,None,0.01,{1: ['C']},1,1
242,RANDOM,0,{1: 'D'},{1: 0.4149999999999999},135.5,['D'],0,1,"{1: ['D', 'D']}",0.4149999999999999,None,None,None,136.5,None,None,None,2,None,None,None,0.01,{},0,0
243,RANDOM,0,{1: 'D'},{1: 0.3949999999999999},136.5,['D'],0,1,"{1: ['D', 'C']}",0.3949999999999999,None,None,None,138.5,None,None,None,2,None,None,None,0.01,{1: ['C']},0,0
244,RANDOM,0,{1: 'D'},{1: 0.4049999999999999},138.5,['D'],0,1,"{1: ['D', 'D']}",0.4049999999999999,None,None,None,139.5,None,None,None,2,None,None,None,0.01,{},0,0
245,RANDOM,0,{1: 'C'},{1: 0.3899999999999999},139.5,['C'],1,0,"{1: ['C', 'C']}",0.3899999999999999,None,None,None,141.0,None,None,None,1,None,None,None,0.01,{1: ['C']},1,1
246,RANDOM,0,{1: 'D'},{1: 0.3999999999999999},141.0,['D'],0,1,"{1: ['D', 'D']}",0.3999999999999999,None,None,None,142.0,None,None,None,2,None,None,None,0.01,{},0,0
247,RANDOM,0,{1: 'C'},{1: 0.3849999999999999},142.0,['C'],1,0,"{1: ['C', 'C']}",0.3849999999999999,None,None,None,143.5,None,None,None,1,None,None,None,0.01,{1: ['C']},1,1
248,RANDOM,0,{1: 'D'},{1: 0.3949999999999999},143.5,['D'],0,1,"{1: ['D', 'D']}",0.3949999999999999,None,None,None,144.5,None,None,None,2,None,None,None,0.01,{},0,0
249,RANDOM,0,{1: 'D'},{1: 0.3749999999999999},144.5,['D'],0,1,"{1: ['D', 'C']}",0.3749999999999999,None,None,None,146.5,None,None,None,2,None,None,None,0.01,{1: ['C']},0,0
250,RANDOM,0,{1: 'D'},{1: 0.3849999999999999},146.5,['D'],0,1,"{1: ['D', 'D']}",0.3849999999999999,None,None,None,147.5,None,None,None,2,None,None,None,0.01,{},0,0
stepcount_2,strategy_2,strat code_2,move_2,probabilities_2,utility_2,common_move_2,number_coop_2,number_defect_2,outcomes_2,p1_2,p2_2,p3_2,p4_2,u1_2,u2_2,u3_2,u4_2,m1_2,m2_2,m3_2,m4_2,uv_2,wm_2,nc_2,mutC_2
True,VPP,6,{1: 'D'},{1: 0.51},0,['D'],0,1,"{1: ['D', 'D']}",0.51,None,None,None,1,None,None,None,2,None,None,None,0.01,{1: ['D']},0,0
2,VPP,6,{1: 'D'},{1: 0.49},1,['D'],0,1,"{1: ['D', 'C']}",0.49,None,None,None,3,None,None,None,2,None,None,None,0.01,"{1: ['D', 'C']}",0,0
3,VPP,6,{1: 'D'},{1: 0.5},3,['D'],0,1,"{1: ['D', 'D']}",0.5,None,None,None,4,None,None,None,2,None,None,None,0.01,"{1: ['D', 'C', 'D']}",0,0
4,VPP,6,{1: 'D'},{1: 0.54},4,['D'],0,1,"{1: ['D', 'D']}",0.54,None,None,None,5,None,None,None,2,None,None,None,0.04,"{1: ['C', 'D', 'D']}",0,0
5,VPP,6,{1: 'D'},{1: 0.46},5,['D'],0,1,"{1: ['D', 'C']}",0.46,None,None,None,7,None,None,None,2,None,None,None,0.04,"{1: ['D', 'D', 'C']}",0,0
6,VPP,6,{1: 'C'},{1: 0.54},7,['C'],1,0,"{1: ['C', 'D']}",0.54,None,None,None,5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'D']}",1,0
7,VPP,6,{1: 'C'},{1: 0.48000000000000004},5,['C'],1,0,"{1: ['C', 'C']}",0.48000000000000004,None,None,None,6.5,None,None,None,1,None,None,None,0.04,"{1: ['C', 'D', 'C']}",1,1
8,VPP,6,{1: 'C'},{1: 0.56},6.5,['C'],1,0,"{1: ['C', 'D']}",0.56,None,None,None,4.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'D']}",1,0
9,VPP,6,{1: 'D'},{1: 0.48000000000000004},4.5,['D'],0,1,"{1: ['D', 'C']}",0.48000000000000004,None,None,None,6.5,None,None,None,2,None,None,None,0.04,"{1: ['C', 'D', 'C']}",0,0
10,VPP,6,{1: 'D'},{1: 0.52},6.5,['D'],0,1,"{1: ['D', 'D']}",0.52,None,None,None,7.5,None,None,None,2,None,None,None,0.04,"{1: ['D', 'C', 'D']}",0,0
11,VPP,6,{1: 'D'},{1: 0.56},7.5,['D'],0,1,"{1: ['D', 'D']}",0.56,None,None,None,8.5,None,None,None,2,None,None,None,0.04,"{1: ['C', 'D', 'D']}",0,0
12,VPP,6,{1: 'C'},{1: 0.5},8.5,['C'],1,0,"{1: ['C', 'C']}",0.5,None,None,None,10.0,None,None,None,1,None,None,None,0.04,"{1: ['D', 'D', 'C']}",1,1
13,VPP,6,{1: 'D'},{1: 0.54},10.0,['D'],0,1,"{1: ['D', 'D']}",0.54,None,None,None,11.0,None,None,None,2,None,None,None,0.04,"{1: ['D', 'C', 'D']}",0,0
stepcount_2,strategy_2,strat code_2,move_2,probabilities_2,utility_2,common_move_2,number_coop_2,number_defect_2,outcomes_2,p1_2,p2_2,p3_2,p4_2,u1_2,u2_2,u3_2,u4_2,m1_2,m2_2,m3_2,m4_2,uv_2,wm_2,nc_2,mutC_2
True,VPP,6,{1: 'D'},{1: 0.51},0,['D'],0,1,"{1: ['D', 'D']}",0.51,None,None,None,1,None,None,None,2,None,None,None,0.01,{1: ['D']},0,0
2,VPP,6,{1: 'C'},{1: 0.53},1,['C'],1,0,"{1: ['C', 'D']}",0.53,None,None,None,-1,None,None,None,1,None,None,None,0.01,"{1: ['D', 'D']}",1,0
3,VPP,6,{1: 'D'},{1: 0.51},-1,['D'],0,1,"{1: ['D', 'C']}",0.51,None,None,None,1,None,None,None,2,None,None,None,0.01,"{1: ['D', 'D', 'C']}",0,0
4,VPP,6,{1: 'C'},{1: 0.45},1,['C'],1,0,"{1: ['C', 'C']}",0.45,None,None,None,2.5,None,None,None,1,None,None,None,0.04,"{1: ['D', 'C', 'C']}",1,1
5,VPP,6,{1: 'D'},{1: 0.37},2.5,['D'],0,1,"{1: ['D', 'C']}",0.37,None,None,None,4.5,None,None,None,2,None,None,None,0.04,"{1: ['C', 'C', 'C']}",0,0
6,VPP,6,{1: 'C'},{1: 0.31},4.5,['C'],1,0,"{1: ['C', 'C']}",0.31,None,None,None,6.0,None,None,None,1,None,None,None,0.04,"{1: ['C', 'C', 'C']}",1,1
7,VPP,6,{1: 'D'},{1: 0.22999999999999998},6.0,['D'],0,1,"{1: ['D', 'C']}",0.22999999999999998,None,None,None,8.0,None,None,None,2,None,None,None,0.04,"{1: ['C', 'C', 'C']}",0,0
