score,coops,ppds,class
375.5,249,0.4,2
372,249,0.4,4
247,1,0.4,3
375,250,0.4,5
375,250,0.4,4
241,3,0.4,3
241,3,0.4,3
249,1,0.4,4
375.5,249,0.4,2
368.5,3,0.4,5
376,248,0.4,2
364.5,4,0.4,5
244,2,0.4,3
353.5,242,0.4,4
376.5,247,0.4,2
371.5,248,0.4,5
376,248,0.4,2
247,2,0.4,4
247,1,0.4,3
375,250,0.4,5
244,2,0.4,3
247,2,0.4,4
375.5,249,0.4,2
368.5,3,0.4,5
376.5,247,0.4,2
247,2,0.4,4
244,2,0.4,3
361.5,171,0.4,5
375,250,0.4,4
241,3,0.4,3
244,2,0.4,3
369,248,0.4,4
376,248,0.4,2
371.5,248,0.4,5
376.5,247,0.4,2
375,250,0.4,5
244,2,0.4,3
344.5,239,0.4,4
375.5,249,0.4,2
371.5,248,0.4,5
375.5,249,0.4,2
365.5,246,0.4,4
244,2,0.4,3
372,3,0.4,5
241,3,0.4,3
375,250,0.4,4
375.5,249,0.4,2
365,3,0.4,5
375.5,249,0.4,2
372,249,0.4,4
238,4,0.4,3
375,250,0.4,5
375,250,0.4,4
241,3,0.4,3
244,2,0.4,3
356.5,243,0.4,4
376,248,0.4,2
372,223,0.4,5
375.5,249,0.4,2
375,250,0.4,5
244,2,0.4,3
250,3,0.4,4
376,248,0.4,2
368.5,3,0.4,5
375.5,249,0.4,2
317.5,230,0.4,4
241,3,0.4,3
365,3,0.4,5
244,2,0.4,3
369,248,0.4,4
376,248,0.4,2
372,3,0.4,5
375,250,0.4,2
372,249,0.4,4
241,3,0.4,3
368.5,5,0.4,5
246,5,0.4,4
238,4,0.4,3
244,2,0.4,3
249,1,0.4,4
376.5,247,0.4,2
371.5,4,0.4,5
376,248,0.4,2
364.5,6,0.4,5
241,3,0.4,3
375,250,0.4,4
376,248,0.4,2
375,250,0.4,5
375.5,249,0.4,2
369,248,0.4,4
244,2,0.4,3
372,3,0.4,5
244,2,0.4,3
251.5,1,0.4,4
376,248,0.4,2
368.5,3,0.4,5
375.5,249,0.4,2
375,250,0.4,4
247,1,0.4,3
368.5,3,0.4,5
249,1,0.4,4
244,2,0.4,3
244,2,0.4,3
371.5,248,0.4,4
376,248,0.4,2
368.5,3,0.4,5
375.5,249,0.4,2
357.5,6,0.4,5
244,2,0.4,3
372,249,0.4,4
375.5,249,0.4,2
371.5,2,0.4,5
375,250,0.4,2
375,250,0.4,4
244,2,0.4,3
372,3,0.4,5
238,4,0.4,3
251.5,1,0.4,4
377,246,0.4,2
368.5,67,0.4,5
375.5,249,0.4,2
249,1,0.4,4
241,3,0.4,3
372,3,0.4,5
369,248,0.4,4
247,1,0.4,3
244,2,0.4,3
371.5,248,0.4,4
376,248,0.4,2
364.5,4,0.4,5
376,248,0.4,2
365,3,0.4,5
241,3,0.4,3
252,2,0.4,4
376,248,0.4,2
371.5,248,0.4,5
376.5,247,0.4,2
252,2,0.4,4
241,3,0.4,3
375,250,0.4,5
244,2,0.4,3
250,3,0.4,4
376,248,0.4,2
372,203,0.4,5
375.5,249,0.4,2
347.5,240,0.4,4
244,2,0.4,3
361,4,0.4,5
372,249,0.4,4
244,2,0.4,3
244,2,0.4,3
372,249,0.4,4
375.5,249,0.4,2
368,248,0.4,5
376,248,0.4,2
371.5,248,0.4,5
244,2,0.4,3
247,2,0.4,4
376,248,0.4,2
371.5,4,0.4,5
376,248,0.4,2
375,250,0.4,4
241,3,0.4,3
365,3,0.4,5
247,1,0.4,3
375,250,0.4,4
377,246,0.4,2
365,3,0.4,5
376,248,0.4,2
375,250,0.4,4
244,2,0.4,3
375,250,0.4,5
354,243,0.4,4
244,2,0.4,3
244,2,0.4,3
363,246,0.4,4
376,248,0.4,2
375,250,0.4,5
375,250,0.4,2
361,6,0.4,5
247,1,0.4,3
371.5,248,0.4,4
375.5,249,0.4,2
368.5,3,0.4,5
375,250,0.4,2
351,242,0.4,4
241,3,0.4,3
368,4,0.4,5
241,3,0.4,3
357,244,0.4,4
375.5,249,0.4,2
365,3,0.4,5
376,248,0.4,2
371.5,248,0.4,4
241,3,0.4,3
371.5,2,0.4,5
375,250,0.4,4
241,3,0.4,3
244,2,0.4,3
375,250,0.4,4
376,248,0.4,2
375,250,0.4,5
375.5,249,0.4,2
375,248,0.4,5
244,2,0.4,3
375,250,0.4,4
376.5,247,0.4,2
368.5,3,0.4,5
375.5,249,0.4,2
247,2,0.4,4
244,2,0.4,3
372,3,0.4,5
244,2,0.4,3
247,2,0.4,4
376.5,247,0.4,2
371.5,248,0.4,5
375.5,249,0.4,2
372,249,0.4,4
247,1,0.4,3
372,3,0.4,5
372,249,0.4,4
238,4,0.4,3
241,3,0.4,3
249,1,0.4,4
375,250,0.4,2
372,3,0.4,5
376,248,0.4,2
364.5,4,0.4,5
238,4,0.4,3
369,248,0.4,4
376,248,0.4,2
371.5,86,0.4,5
375,250,0.4,2
327,234,0.4,4
244,2,0.4,3
368.5,3,0.4,5
241,3,0.4,3
371.5,248,0.4,4
375,250,0.4,2
372,3,0.4,5
375,250,0.4,2
250,3,0.4,4
241,3,0.4,3
375,248,0.4,5
369,248,0.4,4
247,1,0.4,3
241,3,0.4,3
273.5,120,0.4,4
376,248,0.4,2
365,3,0.4,5
375,250,0.4,2
365,3,0.4,5
238,4,0.4,3
247,2,0.4,4
376,248,0.4,2
375,248,0.4,5
376.5,247,0.4,2
249.5,2,0.4,4
238,4,0.4,3
372,71,0.4,5
247,1,0.4,3
249.5,2,0.4,4
376.5,247,0.4,2
375,250,0.4,5
376,248,0.4,2
249.5,2,0.4,4
244,2,0.4,3
368.5,3,0.4,5
375,250,0.4,4
238,4,0.4,3
247,1,0.4,3
375,250,0.4,4
375.5,249,0.4,2
371.5,192,0.4,5
377,246,0.4,2
368,242,0.4,5
241,3,0.4,3
372,249,0.4,4
376.5,247,0.4,2
368.5,3,0.4,5
375.5,249,0.4,2
252,2,0.4,4
244,2,0.4,3
372,107,0.4,5
241,3,0.4,3
372,249,0.4,4
376.5,247,0.4,2
372,1,0.4,5
376,248,0.4,2
375,250,0.4,4
244,2,0.4,3
372,89,0.4,5
372,249,0.4,4
241,3,0.4,3
247,1,0.4,3
252,2,0.4,4
375,250,0.4,2
365,3,0.4,5
375.5,249,0.4,2
354,6,0.4,5
241,3,0.4,3
366,247,0.4,4
376,248,0.4,2
375,248,0.4,5
376.5,247,0.4,2
375,250,0.4,4
247,1,0.4,3
372,1,0.4,5
241,3,0.4,3
247,2,0.4,4
376.5,247,0.4,2
365,3,0.4,5
375.5,249,0.4,2
350.5,241,0.4,4
241,3,0.4,3
365,3,0.4,5
369,248,0.4,4
244,2,0.4,3
241,3,0.4,3
345,240,0.4,4
375,250,0.4,2
371.5,4,0.4,5
377,246,0.4,2
361,236,0.4,5
241,3,0.4,3
249.5,2,0.4,4
375.5,249,0.4,2
375,250,0.4,5
376,248,0.4,2
249.5,2,0.4,4
244,2,0.4,3
371.5,116,0.4,5
241,3,0.4,3
250,3,0.4,4
375.5,249,0.4,2
372,3,0.4,5
375.5,249,0.4,2
372,249,0.4,4
241,3,0.4,3
368,2,0.4,5
359.5,244,0.4,4
244,2,0.4,3
247,1,0.4,3
345,240,0.4,4
376.5,247,0.4,2
375,248,0.4,5
376,248,0.4,2
375,250,0.4,5
244,2,0.4,3
375,250,0.4,4
376,248,0.4,2
375,248,0.4,5
375,250,0.4,2
360,245,0.4,4
247,1,0.4,3
368,164,0.4,5
238,4,0.4,3
252,2,0.4,4
376,248,0.4,2
368,248,0.4,5
376.5,247,0.4,2
363,246,0.4,4
247,1,0.4,3
372,3,0.4,5
372,249,0.4,4
241,3,0.4,3
244,2,0.4,3
375,250,0.4,4
375.5,249,0.4,2
368.5,3,0.4,5
376,248,0.4,2
364.5,244,0.4,5
244,2,0.4,3
375,250,0.4,4
376.5,247,0.4,2
372,195,0.4,5
375.5,249,0.4,2
249.5,2,0.4,4
241,3,0.4,3
368.5,3,0.4,5
247,1,0.4,3
366,247,0.4,4
377.5,245,0.4,2
372,3,0.4,5
377.5,245,0.4,2
371.5,248,0.4,4
247,1,0.4,3
371.5,248,0.4,5
375,250,0.4,4
250,0,0.4,3
241,3,0.4,3
363,246,0.4,4
375.5,249,0.4,2
371.5,4,0.4,5
375,250,0.4,2
375,248,0.4,5
247,1,0.4,3
372,249,0.4,4
376,248,0.4,2
372,3,0.4,5
376,248,0.4,2
375,250,0.4,4
241,3,0.4,3
365,3,0.4,5
238,4,0.4,3
371.5,248,0.4,4
376,248,0.4,2
368.5,3,0.4,5
376,248,0.4,2
372,249,0.4,4
244,2,0.4,3
371.5,2,0.4,5
372,249,0.4,4
244,2,0.4,3
241,3,0.4,3
372,249,0.4,4
376,248,0.4,2
371.5,18,0.4,5
375,250,0.4,2
375,248,0.4,5
247,1,0.4,3
252,2,0.4,4
375,250,0.4,2
375,248,0.4,5
375,250,0.4,2
360,245,0.4,4
241,3,0.4,3
371.5,4,0.4,5
244,2,0.4,3
251.5,1,0.4,4
375,250,0.4,2
375,248,0.4,5
375.5,249,0.4,2
369,248,0.4,4
241,3,0.4,3
365,3,0.4,5
375,250,0.4,4
244,2,0.4,3
247,1,0.4,3
345,240,0.4,4
375.5,249,0.4,2
371.5,248,0.4,5
376.5,247,0.4,2
364.5,246,0.4,5
241,3,0.4,3
250,3,0.4,4
375.5,249,0.4,2
372,3,0.4,5
377,246,0.4,2
249.5,2,0.4,4
244,2,0.4,3
368,4,0.4,5
247,1,0.4,3
247,2,0.4,4
376,248,0.4,2
372,3,0.4,5
376,248,0.4,2
249,1,0.4,4
247,1,0.4,3
361,4,0.4,5
369,248,0.4,4
247,1,0.4,3
241,3,0.4,3
247,2,0.4,4
376,248,0.4,2
375,248,0.4,5
375,250,0.4,2
354,236,0.4,5
247,1,0.4,3
249,1,0.4,4
376,248,0.4,2
375,250,0.4,5
375.5,249,0.4,2
330,235,0.4,4
241,3,0.4,3
371.5,248,0.4,5
244,2,0.4,3
247,2,0.4,4
376,248,0.4,2
375,248,0.4,5
376,248,0.4,2
372,249,0.4,4
241,3,0.4,3
372,3,0.4,5
368.5,247,0.4,4
244,2,0.4,3
244,2,0.4,3
372,249,0.4,4
377.5,245,0.4,2
375,248,0.4,5
376,248,0.4,2
358,7,0.4,5
247,1,0.4,3
249.5,2,0.4,4
375.5,249,0.4,2
371.5,4,0.4,5
376,248,0.4,2
371.5,248,0.4,4
241,3,0.4,3
375,248,0.4,5
244,2,0.4,3
345,240,0.4,4
375.5,249,0.4,2
365,3,0.4,5
375.5,249,0.4,2
371.5,248,0.4,4
241,3,0.4,3
371.5,2,0.4,5
366,247,0.4,4
244,2,0.4,3
244,2,0.4,3
371.5,248,0.4,4
377,246,0.4,2
375,250,0.4,5
375.5,249,0.4,2
375,248,0.4,5
241,3,0.4,3
250,3,0.4,4
376,248,0.4,2
365,3,0.4,5
375,250,0.4,2
247,2,0.4,4
241,3,0.4,3
371.5,248,0.4,5
247,1,0.4,3
357,244,0.4,4
376.5,247,0.4,2
365,3,0.4,5
375,250,0.4,2
372,249,0.4,4
244,2,0.4,3
375,250,0.4,5
371.5,248,0.4,4
241,3,0.4,3
244,2,0.4,3
330,235,0.4,4
375,250,0.4,2
375,250,0.4,5
375.5,249,0.4,2
375,250,0.4,5
244,2,0.4,3
356.5,243,0.4,4
376.5,247,0.4,2
371.5,248,0.4,5
376.5,247,0.4,2
348,241,0.4,4
247,1,0.4,3
368.5,3,0.4,5
244,2,0.4,3
250,3,0.4,4
375.5,249,0.4,2
368.5,3,0.4,5
376,248,0.4,2
357,244,0.4,4
247,1,0.4,3
368.5,3,0.4,5
375,250,0.4,4
238,4,0.4,3
247,1,0.4,3
372,249,0.4,4
376,248,0.4,2
371.5,154,0.4,5
375.5,249,0.4,2
361.5,5,0.4,5
244,2,0.4,3
366,247,0.4,4
375,250,0.4,2
375,250,0.4,5
375,250,0.4,2
369,248,0.4,4
244,2,0.4,3
371.5,2,0.4,5
238,4,0.4,3
249.5,2,0.4,4
375.5,249,0.4,2
365,3,0.4,5
375.5,249,0.4,2
372,249,0.4,4
244,2,0.4,3
368.5,3,0.4,5
366,247,0.4,4
241,3,0.4,3
238,4,0.4,3
357,244,0.4,4
376.5,247,0.4,2
371.5,4,0.4,5
376,248,0.4,2
361.5,5,0.4,5
247,1,0.4,3
247,2,0.4,4
375,250,0.4,2
368.5,3,0.4,5
376,248,0.4,2
251,0,0.4,4
244,2,0.4,3
375,248,0.4,5
241,3,0.4,3
250,3,0.4,4
376,248,0.4,2
368,2,0.4,5
375,250,0.4,2
372,249,0.4,4
244,2,0.4,3
371.5,2,0.4,5
372,249,0.4,4
244,2,0.4,3
241,3,0.4,3
249.5,2,0.4,4
375.5,249,0.4,2
368.5,3,0.4,5
377,246,0.4,2
365,3,0.4,5
238,4,0.4,3
372,249,0.4,4
376,248,0.4,2
364.5,4,0.4,5
376.5,247,0.4,2
360,245,0.4,4
238,4,0.4,3
375,248,0.4,5
247,1,0.4,3
324,233,0.4,4
375,250,0.4,2
375,250,0.4,5
377,246,0.4,2
372,249,0.4,4
241,3,0.4,3
368.5,3,0.4,5
357,244,0.4,4
241,3,0.4,3
250,0,0.4,3
252,2,0.4,4
375.5,249,0.4,2
375,250,0.4,5
376,248,0.4,2
354,238,0.4,5
247,1,0.4,3
249.5,2,0.4,4
375.5,249,0.4,2
368,2,0.4,5
375.5,249,0.4,2
250,3,0.4,4
241,3,0.4,3
375,250,0.4,5
241,3,0.4,3
372,249,0.4,4
375.5,249,0.4,2
371.5,4,0.4,5
376.5,247,0.4,2
250,3,0.4,4
244,2,0.4,3
375,248,0.4,5
362.5,245,0.4,4
241,3,0.4,3
250,0,0.4,3
348,241,0.4,4
376,248,0.4,2
368.5,3,0.4,5
376,248,0.4,2
350.5,8,0.4,5
244,2,0.4,3
372,249,0.4,4
375.5,249,0.4,2
365,3,0.4,5
376.5,247,0.4,2
345,240,0.4,4
247,1,0.4,3
375,248,0.4,5
238,4,0.4,3
375,250,0.4,4
375,250,0.4,2
372,3,0.4,5
375,250,0.4,2
357,244,0.4,4
238,4,0.4,3
375,250,0.4,5
245.5,4,0.4,4
247,1,0.4,3
241,3,0.4,3
247,2,0.4,4
375.5,249,0.4,2
375,250,0.4,5
376.5,247,0.4,2
371.5,248,0.4,5
247,1,0.4,3
372,249,0.4,4
376,248,0.4,2
372,1,0.4,5
376.5,247,0.4,2
372,249,0.4,4
247,1,0.4,3
371.5,108,0.4,5
244,2,0.4,3
342,239,0.4,4
376,248,0.4,2
368,2,0.4,5
376,248,0.4,2
247,2,0.4,4
241,3,0.4,3
368,2,0.4,5
363,246,0.4,4
244,2,0.4,3
244,2,0.4,3
251,0,0.4,4
375.5,249,0.4,2
368.5,3,0.4,5
377,246,0.4,2
375,250,0.4,5
241,3,0.4,3
372,249,0.4,4
375,250,0.4,2
371.5,2,0.4,5
375.5,249,0.4,2
375,250,0.4,4
244,2,0.4,3
368.5,3,0.4,5
247,1,0.4,3
363,246,0.4,4
375,250,0.4,2
375,250,0.4,5
375.5,249,0.4,2
247,2,0.4,4
244,2,0.4,3
375,250,0.4,5
369,248,0.4,4
244,2,0.4,3
244,2,0.4,3
251.5,1,0.4,4
375.5,249,0.4,2
365,3,0.4,5
376.5,247,0.4,2
358,131,0.4,5
250,0,0.4,3
249,1,0.4,4
376,248,0.4,2
371.5,4,0.4,5
376,248,0.4,2
375,250,0.4,4
238,4,0.4,3
361,4,0.4,5
238,4,0.4,3
375,250,0.4,4
377,246,0.4,2
371.5,248,0.4,5
376.5,247,0.4,2
348,241,0.4,4
241,3,0.4,3
375,248,0.4,5
371.5,248,0.4,4
244,2,0.4,3
247,1,0.4,3
375,250,0.4,4
375.5,249,0.4,2
365,3,0.4,5
375,250,0.4,2
365,3,0.4,5
241,3,0.4,3
359.5,244,0.4,4
375.5,249,0.4,2
368.5,5,0.4,5
376,248,0.4,2
371.5,248,0.4,4
241,3,0.4,3
371.5,4,0.4,5
244,2,0.4,3
371.5,248,0.4,4
376.5,247,0.4,2
368,184,0.4,5
375,250,0.4,2
249,1,0.4,4
241,3,0.4,3
368.5,3,0.4,5
252,2,0.4,4
244,2,0.4,3
247,1,0.4,3
371.5,248,0.4,4
375.5,249,0.4,2
371.5,4,0.4,5
376,248,0.4,2
364.5,20,0.4,5
244,2,0.4,3
371.5,248,0.4,4
376,248,0.4,2
375,250,0.4,5
375.5,249,0.4,2
247,2,0.4,4
238,4,0.4,3
372,3,0.4,5
244,2,0.4,3
359.5,244,0.4,4
375.5,249,0.4,2
368.5,3,0.4,5
376,248,0.4,2
252,2,0.4,4
247,1,0.4,3
375,250,0.4,5
372,249,0.4,4
244,2,0.4,3
244,2,0.4,3
326.5,233,0.4,4
376,248,0.4,2
365,3,0.4,5
376,248,0.4,2
371.5,248,0.4,5
247,1,0.4,3
249,1,0.4,4
376.5,247,0.4,2
365,3,0.4,5
376,248,0.4,2
372,249,0.4,4
247,1,0.4,3
371.5,4,0.4,5
244,2,0.4,3
348,241,0.4,4
375.5,249,0.4,2
371.5,4,0.4,5
375.5,249,0.4,2
372,249,0.4,4
244,2,0.4,3
375,250,0.4,5
249,1,0.4,4
244,2,0.4,3
241,3,0.4,3
369,248,0.4,4
375.5,249,0.4,2
371.5,248,0.4,5
375.5,249,0.4,2
375,248,0.4,5
238,4,0.4,3
372,249,0.4,4
375,250,0.4,2
365,3,0.4,5
376.5,247,0.4,2
375,250,0.4,4
241,3,0.4,3
375,250,0.4,5
238,4,0.4,3
372,249,0.4,4
375.5,249,0.4,2
368,2,0.4,5
376.5,247,0.4,2
249.5,2,0.4,4
244,2,0.4,3
371.5,248,0.4,5
369,248,0.4,4
247,1,0.4,3
241,3,0.4,3
251,0,0.4,4
375.5,249,0.4,2
371.5,248,0.4,5
375.5,249,0.4,2
365,117,0.4,5
247,1,0.4,3
371.5,248,0.4,4
375.5,249,0.4,2
368.5,3,0.4,5
376,248,0.4,2
247,2,0.4,4
244,2,0.4,3
368.5,3,0.4,5
241,3,0.4,3
351,242,0.4,4
376.5,247,0.4,2
375,250,0.4,5
376,248,0.4,2
372,249,0.4,4
244,2,0.4,3
365,3,0.4,5
369,248,0.4,4
244,2,0.4,3
247,1,0.4,3
250,3,0.4,4
375.5,249,0.4,2
371.5,248,0.4,5
375.5,249,0.4,2
364.5,4,0.4,5
244,2,0.4,3
249.5,2,0.4,4
376.5,247,0.4,2
368.5,5,0.4,5
376,248,0.4,2
357,244,0.4,4
244,2,0.4,3
375,248,0.4,5
241,3,0.4,3
375,250,0.4,4
376.5,247,0.4,2
368,2,0.4,5
375.5,249,0.4,2
251,0,0.4,4
238,4,0.4,3
375,250,0.4,5
251.5,1,0.4,4
247,1,0.4,3
244,2,0.4,3
252,2,0.4,4
375.5,249,0.4,2
368,2,0.4,5
376.5,247,0.4,2
368,246,0.4,5
244,2,0.4,3
249,1,0.4,4
375.5,249,0.4,2
371.5,4,0.4,5
375.5,249,0.4,2
251,0,0.4,4
247,1,0.4,3
368,248,0.4,5
244,2,0.4,3
366,247,0.4,4
375,250,0.4,2
368,2,0.4,5
376.5,247,0.4,2
351,242,0.4,4
244,2,0.4,3
368.5,3,0.4,5
366,247,0.4,4
238,4,0.4,3
247,1,0.4,3
371.5,248,0.4,4
375.5,249,0.4,2
372,3,0.4,5
375.5,249,0.4,2
361,6,0.4,5
238,4,0.4,3
360,245,0.4,4
376,248,0.4,2
368.5,3,0.4,5
375.5,249,0.4,2
372,249,0.4,4
241,3,0.4,3
375,250,0.4,5
238,4,0.4,3
247,2,0.4,4
376,248,0.4,2
371.5,122,0.4,5
376.5,247,0.4,2
249.5,2,0.4,4
244,2,0.4,3
371.5,4,0.4,5
375,250,0.4,4
241,3,0.4,3
244,2,0.4,3
249,1,0.4,4
375,250,0.4,2
368.5,3,0.4,5
376,248,0.4,2
364.5,4,0.4,5
244,2,0.4,3
362.5,245,0.4,4
376,248,0.4,2
372,3,0.4,5
376.5,247,0.4,2
247,2,0.4,4
247,1,0.4,3
368,2,0.4,5
244,2,0.4,3
247,2,0.4,4
376,248,0.4,2
375,250,0.4,5
376.5,247,0.4,2
365.5,246,0.4,4
244,2,0.4,3
372,3,0.4,5
354,243,0.4,4
241,3,0.4,3
241,3,0.4,3
375,250,0.4,4
375.5,249,0.4,2
375,248,0.4,5
375.5,249,0.4,2
368,248,0.4,5
244,2,0.4,3
249.5,2,0.4,4
376,248,0.4,2
368.5,3,0.4,5
376,248,0.4,2
247,2,0.4,4
238,4,0.4,3
372,3,0.4,5
244,2,0.4,3
366,247,0.4,4
377.5,245,0.4,2
372,3,0.4,5
377,246,0.4,2
372,249,0.4,4
244,2,0.4,3
375,248,0.4,5
237.5,8,0.4,4
247,1,0.4,3
244,2,0.4,3
375,250,0.4,4
376,248,0.4,2
365,3,0.4,5
376.5,247,0.4,2
371.5,248,0.4,5
241,3,0.4,3
372,249,0.4,4
376,248,0.4,2
372,3,0.4,5
375,250,0.4,2
348,241,0.4,4
241,3,0.4,3
368,188,0.4,5
238,4,0.4,3
250,3,0.4,4
376,248,0.4,2
371.5,4,0.4,5
375.5,249,0.4,2
375,250,0.4,4
244,2,0.4,3
368,2,0.4,5
369,248,0.4,4
244,2,0.4,3
241,3,0.4,3
375,250,0.4,4
376,248,0.4,2
368.5,3,0.4,5
375.5,249,0.4,2
375,248,0.4,5
247,1,0.4,3
336,237,0.4,4
376.5,247,0.4,2
368,50,0.4,5
376,248,0.4,2
372,249,0.4,4
247,1,0.4,3
372,3,0.4,5
244,2,0.4,3
369,248,0.4,4
376.5,247,0.4,2
368.5,5,0.4,5
375.5,249,0.4,2
372,249,0.4,4
241,3,0.4,3
368,90,0.4,5
366,247,0.4,4
238,4,0.4,3
247,1,0.4,3
345,240,0.4,4
376,248,0.4,2
368.5,3,0.4,5
376,248,0.4,2
371.5,248,0.4,5
238,4,0.4,3
249.5,2,0.4,4
376.5,247,0.4,2
371.5,2,0.4,5
375.5,249,0.4,2
372,249,0.4,4
244,2,0.4,3
368.5,3,0.4,5
244,2,0.4,3
250,3,0.4,4
375.5,249,0.4,2
372,3,0.4,5
375,250,0.4,2
369,248,0.4,4
238,4,0.4,3
375,250,0.4,5
375,250,0.4,4
241,3,0.4,3
244,2,0.4,3
250,3,0.4,4
375.5,249,0.4,2
371.5,168,0.4,5
376.5,247,0.4,2
375,248,0.4,5
247,1,0.4,3
250,3,0.4,4
375.5,249,0.4,2
368.5,3,0.4,5
376,248,0.4,2
247,2,0.4,4
244,2,0.4,3
368.5,3,0.4,5
244,2,0.4,3
372,249,0.4,4
376,248,0.4,2
371.5,248,0.4,5
376,248,0.4,2
354,243,0.4,4
241,3,0.4,3
375,248,0.4,5
375,250,0.4,4
244,2,0.4,3
247,1,0.4,3
372,249,0.4,4
376,248,0.4,2
372,3,0.4,5
376,248,0.4,2
371.5,248,0.4,5
244,2,0.4,3
250,3,0.4,4
375.5,249,0.4,2
368.5,3,0.4,5
376,248,0.4,2
249,1,0.4,4
244,2,0.4,3
371.5,248,0.4,5
247,1,0.4,3
368.5,247,0.4,4
376,248,0.4,2
375,248,0.4,5
376.5,247,0.4,2
252,2,0.4,4
241,3,0.4,3
375,248,0.4,5
371.5,248,0.4,4
241,3,0.4,3
247,1,0.4,3
345,240,0.4,4
375.5,249,0.4,2
368.5,189,0.4,5
376,248,0.4,2
354,8,0.4,5
247,1,0.4,3
363,246,0.4,4
376,248,0.4,2
368.5,3,0.4,5
375.5,249,0.4,2
372,249,0.4,4
244,2,0.4,3
371.5,248,0.4,5
241,3,0.4,3
366,247,0.4,4
375.5,249,0.4,2
375,248,0.4,5
375.5,249,0.4,2
357,244,0.4,4
244,2,0.4,3
368.5,3,0.4,5
239,6,0.4,4
250,0,0.4,3
241,3,0.4,3
249.5,2,0.4,4
376,248,0.4,2
364.5,4,0.4,5
375.5,249,0.4,2
364.5,4,0.4,5
244,2,0.4,3
249,1,0.4,4
375,250,0.4,2
372,1,0.4,5
375,250,0.4,2
247,2,0.4,4
244,2,0.4,3
371.5,2,0.4,5
241,3,0.4,3
375,250,0.4,4
376,248,0.4,2
375,250,0.4,5
375.5,249,0.4,2
250,3,0.4,4
241,3,0.4,3
372,3,0.4,5
371.5,248,0.4,4
247,1,0.4,3
244,2,0.4,3
249,1,0.4,4
376,248,0.4,2
375,250,0.4,5
376,248,0.4,2
357.5,6,0.4,5
244,2,0.4,3
249,1,0.4,4
375,250,0.4,2
375,248,0.4,5
376.5,247,0.4,2
372,249,0.4,4
241,3,0.4,3
365,3,0.4,5
241,3,0.4,3
375,250,0.4,4
376.5,247,0.4,2
365,3,0.4,5
375.5,249,0.4,2
250,3,0.4,4
247,1,0.4,3
368.5,3,0.4,5
369,248,0.4,4
244,2,0.4,3
247,1,0.4,3
357,244,0.4,4
376,248,0.4,2
375,250,0.4,5
376.5,247,0.4,2
340.5,163,0.4,5
244,2,0.4,3
249.5,2,0.4,4
375.5,249,0.4,2
361.5,183,0.4,5
376,248,0.4,2
369,248,0.4,4
244,2,0.4,3
375,248,0.4,5
241,3,0.4,3
375,250,0.4,4
376,248,0.4,2
368.5,3,0.4,5
375.5,249,0.4,2
247,2,0.4,4
238,4,0.4,3
368.5,3,0.4,5
375,250,0.4,4
244,2,0.4,3
241,3,0.4,3
375,250,0.4,4
376,248,0.4,2
371.5,2,0.4,5
375.5,249,0.4,2
375,250,0.4,5
244,2,0.4,3
372,249,0.4,4
376,248,0.4,2
372,229,0.4,5
376,248,0.4,2
369,248,0.4,4
238,4,0.4,3
375,250,0.4,5
244,2,0.4,3
357,244,0.4,4
375.5,249,0.4,2
368.5,3,0.4,5
375.5,249,0.4,2
249,1,0.4,4
250,0,0.4,3
371.5,248,0.4,5
243,4,0.4,4
238,4,0.4,3
244,2,0.4,3
368.5,247,0.4,4
375.5,249,0.4,2
368.5,43,0.4,5
375.5,249,0.4,2
371.5,246,0.4,5
244,2,0.4,3
372,249,0.4,4
377,246,0.4,2
371.5,2,0.4,5
375.5,249,0.4,2
375,250,0.4,4
244,2,0.4,3
368,2,0.4,5
244,2,0.4,3
247,2,0.4,4
375.5,249,0.4,2
372,1,0.4,5
376,248,0.4,2
375,250,0.4,4
247,1,0.4,3
375,250,0.4,5
251,0,0.4,4
241,3,0.4,3
238,4,0.4,3
247,2,0.4,4
376.5,247,0.4,2
368.5,153,0.4,5
375.5,249,0.4,2
364.5,4,0.4,5
244,2,0.4,3
360,245,0.4,4
376,248,0.4,2
372,3,0.4,5
375.5,249,0.4,2
247,2,0.4,4
244,2,0.4,3
368.5,3,0.4,5
238,4,0.4,3
354,243,0.4,4
377,246,0.4,2
375,250,0.4,5
376.5,247,0.4,2
363,246,0.4,4
244,2,0.4,3
371.5,82,0.4,5
372,249,0.4,4
235,5,0.4,3
238,4,0.4,3
368.5,247,0.4,4
375,250,0.4,2
368.5,3,0.4,5
376,248,0.4,2
375,250,0.4,5
238,4,0.4,3
249,1,0.4,4
376,248,0.4,2
371.5,2,0.4,5
376,248,0.4,2
249.5,2,0.4,4
241,3,0.4,3
368,84,0.4,5
241,3,0.4,3
372,249,0.4,4
376.5,247,0.4,2
371.5,74,0.4,5
375.5,249,0.4,2
372,249,0.4,4
241,3,0.4,3
368.5,5,0.4,5
353.5,242,0.4,4
247,1,0.4,3
244,2,0.4,3
249.5,2,0.4,4
376.5,247,0.4,2
368.5,7,0.4,5
375.5,249,0.4,2
375,248,0.4,5
238,4,0.4,3
371.5,248,0.4,4
375,250,0.4,2
375,250,0.4,5
375.5,249,0.4,2
375,250,0.4,4
241,3,0.4,3
375,250,0.4,5
244,2,0.4,3
249,1,0.4,4
375,250,0.4,2
375,248,0.4,5
376,248,0.4,2
250,3,0.4,4
238,4,0.4,3
