score,coops,ppds,class
375.5,249,0.3,2
375,250,0.3,5
244,2,0.3,3
372,249,0.3,4
375.5,249,0.3,2
372,67,0.3,5
375.5,249,0.3,2
372,249,0.3,4
241,3,0.3,3
368.5,3,0.3,5
241,3,0.3,3
372,249,0.3,4
376,248,0.3,2
368.5,3,0.3,5
376,248,0.3,2
247,2,0.3,4
244,2,0.3,3
375,250,0.3,5
372,249,0.3,4
241,3,0.3,3
244,2,0.3,3
375,250,0.3,4
375.5,249,0.3,2
375,250,0.3,5
375.5,249,0.3,2
361,238,0.3,5
241,3,0.3,3
375,250,0.3,4
375.5,249,0.3,2
371.5,2,0.3,5
375.5,249,0.3,2
375,250,0.3,4
241,3,0.3,3
365,3,0.3,5
241,3,0.3,3
372,249,0.3,4
376,248,0.3,2
365,3,0.3,5
375.5,249,0.3,2
247,2,0.3,4
244,2,0.3,3
375,250,0.3,5
366,247,0.3,4
241,3,0.3,3
244,2,0.3,3
372,249,0.3,4
375,250,0.3,2
375,250,0.3,5
375.5,249,0.3,2
375,250,0.3,5
238,4,0.3,3
249,1,0.3,4
375.5,249,0.3,2
365,3,0.3,5
377,246,0.3,2
366,247,0.3,4
244,2,0.3,3
375,248,0.3,5
238,4,0.3,3
236,10,0.3,4
375.5,249,0.3,2
365,3,0.3,5
375.5,249,0.3,2
375,250,0.3,4
244,2,0.3,3
372,3,0.3,5
372,249,0.3,4
244,2,0.3,3
241,3,0.3,3
251.5,1,0.3,4
375,250,0.3,2
368.5,3,0.3,5
376,248,0.3,2
368,4,0.3,5
241,3,0.3,3
372,249,0.3,4
375.5,249,0.3,2
368.5,3,0.3,5
375,250,0.3,2
371.5,248,0.3,4
238,4,0.3,3
365,3,0.3,5
238,4,0.3,3
372,249,0.3,4
375,250,0.3,2
368.5,211,0.3,5
376,248,0.3,2
372,249,0.3,4
247,1,0.3,3
375,250,0.3,5
366,247,0.3,4
238,4,0.3,3
238,4,0.3,3
249.5,2,0.3,4
376.5,247,0.3,2
361,4,0.3,5
375.5,249,0.3,2
361,4,0.3,5
241,3,0.3,3
248,4,0.3,4
375.5,249,0.3,2
368.5,3,0.3,5
376,248,0.3,2
375,250,0.3,4
241,3,0.3,3
372,1,0.3,5
238,4,0.3,3
372,249,0.3,4
376.5,247,0.3,2
375,248,0.3,5
375.5,249,0.3,2
372,249,0.3,4
244,2,0.3,3
368.5,3,0.3,5
366,247,0.3,4
241,3,0.3,3
241,3,0.3,3
363,246,0.3,4
375,250,0.3,2
368.5,3,0.3,5
375.5,249,0.3,2
364.5,4,0.3,5
244,2,0.3,3
372,249,0.3,4
375,250,0.3,2
375,250,0.3,5
376,248,0.3,2
375,250,0.3,4
241,3,0.3,3
365,3,0.3,5
244,2,0.3,3
345,240,0.3,4
376,248,0.3,2
375,250,0.3,5
376,248,0.3,2
366,247,0.3,4
241,3,0.3,3
375,250,0.3,5
372,249,0.3,4
244,2,0.3,3
241,3,0.3,3
372,249,0.3,4
375,250,0.3,2
365,3,0.3,5
375.5,249,0.3,2
361,4,0.3,5
247,1,0.3,3
372,249,0.3,4
375.5,249,0.3,2
371.5,248,0.3,5
375,250,0.3,2
360,245,0.3,4
241,3,0.3,3
371.5,4,0.3,5
244,2,0.3,3
369,248,0.3,4
376,248,0.3,2
375,250,0.3,5
376,248,0.3,2
375,250,0.3,4
244,2,0.3,3
372,3,0.3,5
369,248,0.3,4
241,3,0.3,3
241,3,0.3,3
234,11,0.3,4
375.5,249,0.3,2
375,250,0.3,5
375.5,249,0.3,2
371.5,248,0.3,5
241,3,0.3,3
357,244,0.3,4
375.5,249,0.3,2
368,244,0.3,5
375.5,249,0.3,2
372,249,0.3,4
241,3,0.3,3
365,3,0.3,5
241,3,0.3,3
345,240,0.3,4
375.5,249,0.3,2
375,248,0.3,5
375,250,0.3,2
372,249,0.3,4
244,2,0.3,3
371.5,248,0.3,5
372,249,0.3,4
238,4,0.3,3
244,2,0.3,3
375,250,0.3,4
376,248,0.3,2
371.5,202,0.3,5
376,248,0.3,2
361,4,0.3,5
238,4,0.3,3
369,248,0.3,4
375.5,249,0.3,2
365,3,0.3,5
375,250,0.3,2
345,240,0.3,4
241,3,0.3,3
365,3,0.3,5
238,4,0.3,3
360,245,0.3,4
375.5,249,0.3,2
371.5,248,0.3,5
375,250,0.3,2
375,250,0.3,4
241,3,0.3,3
372,3,0.3,5
375,250,0.3,4
241,3,0.3,3
247,1,0.3,3
368.5,247,0.3,4
375.5,249,0.3,2
368.5,199,0.3,5
376.5,247,0.3,2
375,250,0.3,5
247,1,0.3,3
375,250,0.3,4
376,248,0.3,2
375,248,0.3,5
376.5,247,0.3,2
375,250,0.3,4
244,2,0.3,3
372,3,0.3,5
238,4,0.3,3
375,250,0.3,4
376.5,247,0.3,2
368.5,3,0.3,5
375,250,0.3,2
375,250,0.3,4
244,2,0.3,3
375,248,0.3,5
372,249,0.3,4
244,2,0.3,3
244,2,0.3,3
247,2,0.3,4
375.5,249,0.3,2
365,3,0.3,5
376,248,0.3,2
375,248,0.3,5
244,2,0.3,3
375,250,0.3,4
375,250,0.3,2
371.5,248,0.3,5
375.5,249,0.3,2
375,250,0.3,4
238,4,0.3,3
371.5,4,0.3,5
247,1,0.3,3
372,249,0.3,4
375,250,0.3,2
372,3,0.3,5
376.5,247,0.3,2
375,250,0.3,4
238,4,0.3,3
368,2,0.3,5
369,248,0.3,4
244,2,0.3,3
241,3,0.3,3
363,246,0.3,4
375.5,249,0.3,2
368,116,0.3,5
375.5,249,0.3,2
375,250,0.3,5
238,4,0.3,3
375,250,0.3,4
376,248,0.3,2
365,3,0.3,5
376.5,247,0.3,2
345,240,0.3,4
238,4,0.3,3
372,3,0.3,5
238,4,0.3,3
249.5,2,0.3,4
376,248,0.3,2
368.5,3,0.3,5
375.5,249,0.3,2
348,241,0.3,4
244,2,0.3,3
375,250,0.3,5
375,250,0.3,4
238,4,0.3,3
238,4,0.3,3
249.5,2,0.3,4
376.5,247,0.3,2
375,250,0.3,5
376.5,247,0.3,2
364.5,6,0.3,5
238,4,0.3,3
238,9,0.3,4
375.5,249,0.3,2
368,248,0.3,5
375,250,0.3,2
360,245,0.3,4
241,3,0.3,3
371.5,80,0.3,5
244,2,0.3,3
375,250,0.3,4
376,248,0.3,2
375,250,0.3,5
376.5,247,0.3,2
372,249,0.3,4
244,2,0.3,3
372,3,0.3,5
372,249,0.3,4
241,3,0.3,3
244,2,0.3,3
250,3,0.3,4
375,250,0.3,2
375,248,0.3,5
376.5,247,0.3,2
364.5,246,0.3,5
238,4,0.3,3
247,2,0.3,4
375.5,249,0.3,2
371.5,4,0.3,5
376,248,0.3,2
375,250,0.3,4
244,2,0.3,3
368,248,0.3,5
238,4,0.3,3
342.5,238,0.3,4
375.5,249,0.3,2
371.5,4,0.3,5
376,248,0.3,2
247,2,0.3,4
241,3,0.3,3
368.5,3,0.3,5
363,246,0.3,4
241,3,0.3,3
241,3,0.3,3
249,1,0.3,4
376,248,0.3,2
371.5,4,0.3,5
376.5,247,0.3,2
361,4,0.3,5
241,3,0.3,3
366,247,0.3,4
375.5,249,0.3,2
371.5,4,0.3,5
375.5,249,0.3,2
375,250,0.3,4
241,3,0.3,3
371.5,206,0.3,5
244,2,0.3,3
247,2,0.3,4
375.5,249,0.3,2
372,1,0.3,5
375,250,0.3,2
249.5,2,0.3,4
238,4,0.3,3
368.5,5,0.3,5
369,248,0.3,4
238,4,0.3,3
247,1,0.3,3
371.5,248,0.3,4
376,248,0.3,2
371.5,4,0.3,5
375.5,249,0.3,2
371.5,244,0.3,5
244,2,0.3,3
372,249,0.3,4
375.5,249,0.3,2
375,250,0.3,5
375.5,249,0.3,2
247,2,0.3,4
244,2,0.3,3
375,250,0.3,5
238,4,0.3,3
372,249,0.3,4
375,250,0.3,2
372,233,0.3,5
375.5,249,0.3,2
363,246,0.3,4
241,3,0.3,3
375,250,0.3,5
359.5,244,0.3,4
244,2,0.3,3
241,3,0.3,3
240,8,0.3,4
375.5,249,0.3,2
372,3,0.3,5
375.5,249,0.3,2
365,3,0.3,5
241,3,0.3,3
363,246,0.3,4
376,248,0.3,2
371.5,4,0.3,5
375,250,0.3,2
366,247,0.3,4
241,3,0.3,3
375,250,0.3,5
238,4,0.3,3
372,249,0.3,4
376,248,0.3,2
371.5,20,0.3,5
376.5,247,0.3,2
252,2,0.3,4
238,4,0.3,3
365,3,0.3,5
375,250,0.3,4
241,3,0.3,3
238,4,0.3,3
356.5,243,0.3,4
376,248,0.3,2
372,3,0.3,5
376,248,0.3,2
375,250,0.3,5
244,2,0.3,3
248,4,0.3,4
375,250,0.3,2
368.5,5,0.3,5
376,248,0.3,2
375,250,0.3,4
238,4,0.3,3
368.5,5,0.3,5
241,3,0.3,3
366,247,0.3,4
375.5,249,0.3,2
372,41,0.3,5
375.5,249,0.3,2
342,239,0.3,4
241,3,0.3,3
375,250,0.3,5
375,250,0.3,4
235,5,0.3,3
241,3,0.3,3
244,6,0.3,4
376.5,247,0.3,2
368,24,0.3,5
375.5,249,0.3,2
375,248,0.3,5
241,3,0.3,3
363,246,0.3,4
375.5,249,0.3,2
368,4,0.3,5
375.5,249,0.3,2
362.5,245,0.3,4
244,2,0.3,3
375,250,0.3,5
241,3,0.3,3
249.5,2,0.3,4
375,250,0.3,2
371.5,248,0.3,5
375.5,249,0.3,2
366,247,0.3,4
241,3,0.3,3
375,248,0.3,5
363,246,0.3,4
238,4,0.3,3
241,3,0.3,3
249.5,2,0.3,4
375.5,249,0.3,2
365,3,0.3,5
376,248,0.3,2
368,248,0.3,5
241,3,0.3,3
375,250,0.3,4
375,250,0.3,2
375,248,0.3,5
375.5,249,0.3,2
345,240,0.3,4
241,3,0.3,3
375,250,0.3,5
241,3,0.3,3
249,1,0.3,4
375,250,0.3,2
372,3,0.3,5
375.5,249,0.3,2
369,248,0.3,4
247,1,0.3,3
368.5,3,0.3,5
372,249,0.3,4
238,4,0.3,3
244,2,0.3,3
372,249,0.3,4
375,250,0.3,2
375,250,0.3,5
375.5,249,0.3,2
361,4,0.3,5
244,2,0.3,3
363,246,0.3,4
375.5,249,0.3,2
368.5,3,0.3,5
375.5,249,0.3,2
375,250,0.3,4
238,4,0.3,3
375,250,0.3,5
238,4,0.3,3
345,240,0.3,4
375,250,0.3,2
372,3,0.3,5
375.5,249,0.3,2
375,250,0.3,4
238,4,0.3,3
375,248,0.3,5
356.5,243,0.3,4
238,4,0.3,3
238,4,0.3,3
372,249,0.3,4
375,250,0.3,2
371.5,248,0.3,5
376,248,0.3,2
371.5,248,0.3,5
241,3,0.3,3
369,248,0.3,4
376.5,247,0.3,2
372,3,0.3,5
375.5,249,0.3,2
375,250,0.3,4
241,3,0.3,3
365,3,0.3,5
238,4,0.3,3
363,246,0.3,4
376,248,0.3,2
375,250,0.3,5
376,248,0.3,2
372,249,0.3,4
238,4,0.3,3
375,250,0.3,5
372,249,0.3,4
241,3,0.3,3
241,3,0.3,3
336,237,0.3,4
375.5,249,0.3,2
372,3,0.3,5
375.5,249,0.3,2
371.5,246,0.3,5
241,3,0.3,3
375,250,0.3,4
375.5,249,0.3,2
371.5,248,0.3,5
375.5,249,0.3,2
375,250,0.3,4
247,1,0.3,3
371.5,248,0.3,5
238,4,0.3,3
247,2,0.3,4
376,248,0.3,2
371.5,74,0.3,5
375.5,249,0.3,2
372,249,0.3,4
238,4,0.3,3
375,250,0.3,5
372,249,0.3,4
241,3,0.3,3
241,3,0.3,3
345,240,0.3,4
376,248,0.3,2
371.5,4,0.3,5
376.5,247,0.3,2
361,4,0.3,5
247,1,0.3,3
375,250,0.3,4
375,250,0.3,2
371.5,4,0.3,5
376,248,0.3,2
360,245,0.3,4
241,3,0.3,3
361,4,0.3,5
247,1,0.3,3
249.5,2,0.3,4
375.5,249,0.3,2
375,248,0.3,5
376,248,0.3,2
371.5,248,0.3,4
241,3,0.3,3
372,133,0.3,5
375,250,0.3,4
241,3,0.3,3
247,1,0.3,3
375,250,0.3,4
376,248,0.3,2
372,3,0.3,5
376,248,0.3,2
375,248,0.3,5
238,4,0.3,3
375,250,0.3,4
375,250,0.3,2
375,250,0.3,5
375.5,249,0.3,2
363,246,0.3,4
241,3,0.3,3
372,3,0.3,5
244,2,0.3,3
375,250,0.3,4
376,248,0.3,2
368.5,29,0.3,5
375.5,249,0.3,2
357,244,0.3,4
241,3,0.3,3
375,250,0.3,5
372,249,0.3,4
244,2,0.3,3
241,3,0.3,3
372,249,0.3,4
376,248,0.3,2
365,3,0.3,5
375,250,0.3,2
375,250,0.3,5
238,4,0.3,3
366,247,0.3,4
375.5,249,0.3,2
368,102,0.3,5
375,250,0.3,2
357,244,0.3,4
241,3,0.3,3
368,208,0.3,5
241,3,0.3,3
372,249,0.3,4
375,250,0.3,2
372,3,0.3,5
376,248,0.3,2
372,249,0.3,4
244,2,0.3,3
365,3,0.3,5
375,250,0.3,4
241,3,0.3,3
241,3,0.3,3
242,7,0.3,4
375,250,0.3,2
375,250,0.3,5
375.5,249,0.3,2
364.5,242,0.3,5
238,4,0.3,3
249,1,0.3,4
376.5,247,0.3,2
375,248,0.3,5
376.5,247,0.3,2
372,249,0.3,4
244,2,0.3,3
364.5,4,0.3,5
241,3,0.3,3
375,250,0.3,4
375.5,249,0.3,2
368.5,163,0.3,5
376.5,247,0.3,2
372,249,0.3,4
238,4,0.3,3
364.5,68,0.3,5
252,2,0.3,4
241,3,0.3,3
244,2,0.3,3
354,243,0.3,4
375.5,249,0.3,2
372,1,0.3,5
375,250,0.3,2
351,129,0.3,5
244,2,0.3,3
351,242,0.3,4
375.5,249,0.3,2
368.5,3,0.3,5
375,250,0.3,2
342,239,0.3,4
241,3,0.3,3
375,248,0.3,5
241,3,0.3,3
372,249,0.3,4
375,250,0.3,2
368.5,5,0.3,5
375.5,249,0.3,2
252,2,0.3,4
247,1,0.3,3
375,250,0.3,5
372,249,0.3,4
241,3,0.3,3
247,1,0.3,3
369,248,0.3,4
375.5,249,0.3,2
365,3,0.3,5
375.5,249,0.3,2
364.5,6,0.3,5
241,3,0.3,3
234,11,0.3,4
376.5,247,0.3,2
365,3,0.3,5
375.5,249,0.3,2
366,247,0.3,4
241,3,0.3,3
375,248,0.3,5
241,3,0.3,3
375,250,0.3,4
375.5,249,0.3,2
365,3,0.3,5
375,250,0.3,2
372,249,0.3,4
241,3,0.3,3
375,250,0.3,5
375,250,0.3,4
241,3,0.3,3
241,3,0.3,3
248,4,0.3,4
376,248,0.3,2
375,250,0.3,5
376.5,247,0.3,2
375,250,0.3,5
241,3,0.3,3
249.5,2,0.3,4
376,248,0.3,2
368.5,3,0.3,5
376,248,0.3,2
375,250,0.3,4
241,3,0.3,3
368.5,3,0.3,5
241,3,0.3,3
372,249,0.3,4
376,248,0.3,2
365,3,0.3,5
376,248,0.3,2
247,2,0.3,4
244,2,0.3,3
368.5,5,0.3,5
375,250,0.3,4
235,5,0.3,3
241,3,0.3,3
357,244,0.3,4
376,248,0.3,2
368,64,0.3,5
376,248,0.3,2
361,6,0.3,5
247,1,0.3,3
369,248,0.3,4
375.5,249,0.3,2
371.5,248,0.3,5
376,248,0.3,2
249,1,0.3,4
244,2,0.3,3
361,4,0.3,5
247,1,0.3,3
372,249,0.3,4
375.5,249,0.3,2
365,3,0.3,5
375.5,249,0.3,2
249,1,0.3,4
241,3,0.3,3
368,2,0.3,5
368.5,247,0.3,4
244,2,0.3,3
241,3,0.3,3
372,249,0.3,4
375,250,0.3,2
368.5,61,0.3,5
376,248,0.3,2
361,4,0.3,5
244,2,0.3,3
242,7,0.3,4
375,250,0.3,2
375,250,0.3,5
375,250,0.3,2
336,237,0.3,4
238,4,0.3,3
372,113,0.3,5
247,1,0.3,3
252,2,0.3,4
375.5,249,0.3,2
375,248,0.3,5
375.5,249,0.3,2
360,245,0.3,4
241,3,0.3,3
365,3,0.3,5
366,247,0.3,4
238,4,0.3,3
244,2,0.3,3
357,244,0.3,4
375.5,249,0.3,2
375,250,0.3,5
376,248,0.3,2
375,250,0.3,5
244,2,0.3,3
345,240,0.3,4
375.5,249,0.3,2
375,250,0.3,5
376,248,0.3,2
372,249,0.3,4
244,2,0.3,3
368.5,5,0.3,5
244,2,0.3,3
348,241,0.3,4
375,250,0.3,2
368.5,3,0.3,5
375,250,0.3,2
375,250,0.3,4
241,3,0.3,3
371.5,206,0.3,5
248,4,0.3,4
238,4,0.3,3
241,3,0.3,3
249,1,0.3,4
376.5,247,0.3,2
375,250,0.3,5
375,250,0.3,2
361,4,0.3,5
241,3,0.3,3
369,248,0.3,4
376,248,0.3,2
365,3,0.3,5
376,248,0.3,2
369,248,0.3,4
241,3,0.3,3
365,3,0.3,5
247,1,0.3,3
342,239,0.3,4
375,250,0.3,2
371.5,4,0.3,5
375,250,0.3,2
247,2,0.3,4
244,2,0.3,3
375,250,0.3,5
366,247,0.3,4
238,4,0.3,3
241,3,0.3,3
252,2,0.3,4
376.5,247,0.3,2
375,250,0.3,5
376,248,0.3,2
368,4,0.3,5
244,2,0.3,3
252,2,0.3,4
376.5,247,0.3,2
368.5,3,0.3,5
376.5,247,0.3,2
372,249,0.3,4
241,3,0.3,3
375,248,0.3,5
241,3,0.3,3
363,246,0.3,4
375.5,249,0.3,2
375,250,0.3,5
375.5,249,0.3,2
234,11,0.3,4
244,2,0.3,3
375,248,0.3,5
369,248,0.3,4
238,4,0.3,3
241,3,0.3,3
372,249,0.3,4
376,248,0.3,2
365,3,0.3,5
375.5,249,0.3,2
364.5,4,0.3,5
244,2,0.3,3
375,250,0.3,4
375,250,0.3,2
371.5,4,0.3,5
375.5,249,0.3,2
356.5,243,0.3,4
241,3,0.3,3
368.5,3,0.3,5
238,4,0.3,3
375,250,0.3,4
376.5,247,0.3,2
375,248,0.3,5
375.5,249,0.3,2
354,243,0.3,4
241,3,0.3,3
365,3,0.3,5
372,249,0.3,4
238,4,0.3,3
244,2,0.3,3
369,248,0.3,4
375,250,0.3,2
368.5,3,0.3,5
376,248,0.3,2
358,133,0.3,5
244,2,0.3,3
363,246,0.3,4
376,248,0.3,2
375,250,0.3,5
376,248,0.3,2
248,4,0.3,4
241,3,0.3,3
372,99,0.3,5
244,2,0.3,3
375,250,0.3,4
375.5,249,0.3,2
372,3,0.3,5
376,248,0.3,2
375,250,0.3,4
244,2,0.3,3
375,250,0.3,5
252,2,0.3,4
241,3,0.3,3
241,3,0.3,3
242,7,0.3,4
376,248,0.3,2
368,4,0.3,5
376.5,247,0.3,2
368,4,0.3,5
238,4,0.3,3
341.5,238,0.3,4
375,250,0.3,2
365,3,0.3,5
376.5,247,0.3,2
375,250,0.3,4
244,2,0.3,3
365,3,0.3,5
241,3,0.3,3
250,3,0.3,4
378,244,0.3,2
368.5,3,0.3,5
375.5,249,0.3,2
372,249,0.3,4
241,3,0.3,3
368,92,0.3,5
372,249,0.3,4
238,4,0.3,3
238,4,0.3,3
250,3,0.3,4
376,248,0.3,2
372,3,0.3,5
375.5,249,0.3,2
375,250,0.3,5
244,2,0.3,3
372,249,0.3,4
376,248,0.3,2
371.5,4,0.3,5
376,248,0.3,2
249,1,0.3,4
244,2,0.3,3
372,3,0.3,5
244,2,0.3,3
249,1,0.3,4
376,248,0.3,2
372,3,0.3,5
375,250,0.3,2
357,244,0.3,4
238,4,0.3,3
371.5,248,0.3,5
241,5,0.3,4
241,3,0.3,3
241,3,0.3,3
372,249,0.3,4
375.5,249,0.3,2
364.5,4,0.3,5
376.5,247,0.3,2
375,250,0.3,5
241,3,0.3,3
247,2,0.3,4
375.5,249,0.3,2
375,248,0.3,5
375,250,0.3,2
369,248,0.3,4
241,3,0.3,3
365,3,0.3,5
244,2,0.3,3
375,250,0.3,4
375,250,0.3,2
368,2,0.3,5
375.5,249,0.3,2
375,250,0.3,4
241,3,0.3,3
375,248,0.3,5
372,249,0.3,4
238,4,0.3,3
244,2,0.3,3
372,249,0.3,4
376,248,0.3,2
368.5,3,0.3,5
375,250,0.3,2
357.5,8,0.3,5
244,2,0.3,3
372,249,0.3,4
376,248,0.3,2
375,250,0.3,5
375,250,0.3,2
375,250,0.3,4
241,3,0.3,3
372,3,0.3,5
241,3,0.3,3
318,231,0.3,4
375.5,249,0.3,2
365,3,0.3,5
375,250,0.3,2
345,240,0.3,4
244,2,0.3,3
375,250,0.3,5
247,2,0.3,4
241,3,0.3,3
241,3,0.3,3
248,4,0.3,4
375,250,0.3,2
375,248,0.3,5
376,248,0.3,2
364.5,6,0.3,5
238,4,0.3,3
249.5,2,0.3,4
375.5,249,0.3,2
365,3,0.3,5
376.5,247,0.3,2
351,242,0.3,4
247,1,0.3,3
371.5,4,0.3,5
238,4,0.3,3
375,250,0.3,4
375.5,249,0.3,2
371.5,4,0.3,5
375,250,0.3,2
360,245,0.3,4
238,4,0.3,3
375,250,0.3,5
359.5,244,0.3,4
238,4,0.3,3
244,2,0.3,3
372,249,0.3,4
375.5,249,0.3,2
365,3,0.3,5
375.5,249,0.3,2
375,250,0.3,5
241,3,0.3,3
249,1,0.3,4
375,250,0.3,2
375,250,0.3,5
375,250,0.3,2
375,250,0.3,4
238,4,0.3,3
371.5,4,0.3,5
238,4,0.3,3
348,241,0.3,4
375.5,249,0.3,2
365,3,0.3,5
376,248,0.3,2
247,2,0.3,4
241,3,0.3,3
375,248,0.3,5
372,249,0.3,4
244,2,0.3,3
241,3,0.3,3
372,249,0.3,4
375.5,249,0.3,2
371.5,186,0.3,5
375,250,0.3,2
361,4,0.3,5
241,3,0.3,3
372,249,0.3,4
375.5,249,0.3,2
375,250,0.3,5
375.5,249,0.3,2
354,243,0.3,4
241,3,0.3,3
375,248,0.3,5
241,3,0.3,3
224,16,0.3,4
375,250,0.3,2
372,3,0.3,5
375.5,249,0.3,2
375,250,0.3,4
238,4,0.3,3
368.5,5,0.3,5
341.5,238,0.3,4
244,2,0.3,3
244,2,0.3,3
375,250,0.3,4
375,250,0.3,2
375,248,0.3,5
375.5,249,0.3,2
368,4,0.3,5
244,2,0.3,3
372,249,0.3,4
376,248,0.3,2
368.5,3,0.3,5
375,250,0.3,2
250,3,0.3,4
244,2,0.3,3
365,3,0.3,5
244,2,0.3,3
375,250,0.3,4
375.5,249,0.3,2
365,3,0.3,5
375,250,0.3,2
360,245,0.3,4
238,4,0.3,3
371.5,132,0.3,5
372,249,0.3,4
241,3,0.3,3
244,2,0.3,3
351,242,0.3,4
376,248,0.3,2
371.5,228,0.3,5
375.5,249,0.3,2
365,137,0.3,5
244,2,0.3,3
249.5,2,0.3,4
375,250,0.3,2
375,250,0.3,5
375.5,249,0.3,2
375,250,0.3,4
241,3,0.3,3
365,3,0.3,5
241,3,0.3,3
375,250,0.3,4
375.5,249,0.3,2
371.5,224,0.3,5
376.5,247,0.3,2
372,249,0.3,4
241,3,0.3,3
368,160,0.3,5
369,248,0.3,4
244,2,0.3,3
244,2,0.3,3
371.5,248,0.3,4
375.5,249,0.3,2
368.5,3,0.3,5
375,250,0.3,2
354,26,0.3,5
244,2,0.3,3
375,250,0.3,4
376.5,247,0.3,2
375,250,0.3,5
375,250,0.3,2
366,247,0.3,4
241,3,0.3,3
372,195,0.3,5
244,2,0.3,3
369,248,0.3,4
375.5,249,0.3,2
371.5,4,0.3,5
375.5,249,0.3,2
372,249,0.3,4
244,2,0.3,3
375,250,0.3,5
368.5,247,0.3,4
244,2,0.3,3
238,4,0.3,3
375,250,0.3,4
375,250,0.3,2
371.5,4,0.3,5
376,248,0.3,2
364.5,244,0.3,5
238,4,0.3,3
249,1,0.3,4
377.5,245,0.3,2
365,3,0.3,5
376,248,0.3,2
366,247,0.3,4
244,2,0.3,3
368.5,3,0.3,5
241,3,0.3,3
375,250,0.3,4
375,250,0.3,2
372,3,0.3,5
376.5,247,0.3,2
375,250,0.3,4
241,3,0.3,3
375,250,0.3,5
372,249,0.3,4
244,2,0.3,3
250,0,0.3,3
338.5,237,0.3,4
375.5,249,0.3,2
375,250,0.3,5
375.5,249,0.3,2
368,4,0.3,5
241,3,0.3,3
375,250,0.3,4
375.5,249,0.3,2
372,3,0.3,5
376.5,247,0.3,2
372,249,0.3,4
238,4,0.3,3
375,250,0.3,5
241,3,0.3,3
354,243,0.3,4
375,250,0.3,2
372,3,0.3,5
375,250,0.3,2
278.5,217,0.3,4
244,2,0.3,3
371.5,4,0.3,5
375,250,0.3,4
241,3,0.3,3
238,4,0.3,3
375,250,0.3,4
376.5,247,0.3,2
375,250,0.3,5
376,248,0.3,2
371.5,248,0.3,5
241,3,0.3,3
375,250,0.3,4
375.5,249,0.3,2
371.5,4,0.3,5
375.5,249,0.3,2
244,6,0.3,4
241,3,0.3,3
375,248,0.3,5
244,2,0.3,3
336,237,0.3,4
375.5,249,0.3,2
368.5,93,0.3,5
375,250,0.3,2
375,250,0.3,4
238,4,0.3,3
375,250,0.3,5
369,248,0.3,4
235,5,0.3,3
244,2,0.3,3
360,245,0.3,4
375,250,0.3,2
365,3,0.3,5
375.5,249,0.3,2
350.5,234,0.3,5
241,3,0.3,3
372,249,0.3,4
376.5,247,0.3,2
365,3,0.3,5
377,246,0.3,2
375,250,0.3,4
238,4,0.3,3
375,248,0.3,5
241,3,0.3,3
369,248,0.3,4
376,248,0.3,2
375,248,0.3,5
376,248,0.3,2
375,250,0.3,4
241,3,0.3,3
375,250,0.3,5
372,249,0.3,4
241,3,0.3,3
244,2,0.3,3
375,250,0.3,4
375.5,249,0.3,2
368.5,3,0.3,5
375,250,0.3,2
364.5,6,0.3,5
238,4,0.3,3
375,250,0.3,4
376,248,0.3,2
375,250,0.3,5
375,250,0.3,2
342,239,0.3,4
244,2,0.3,3
371.5,158,0.3,5
241,3,0.3,3
249,1,0.3,4
375.5,249,0.3,2
368.5,157,0.3,5
375.5,249,0.3,2
351,242,0.3,4
241,3,0.3,3
371.5,248,0.3,5
363,246,0.3,4
241,3,0.3,3
241,3,0.3,3
247,2,0.3,4
375,250,0.3,2
371.5,2,0.3,5
376,248,0.3,2
364.5,246,0.3,5
244,2,0.3,3
249.5,2,0.3,4
376,248,0.3,2
368.5,3,0.3,5
376,248,0.3,2
240,8,0.3,4
241,3,0.3,3
375,250,0.3,5
241,3,0.3,3
375,250,0.3,4
376,248,0.3,2
368.5,3,0.3,5
375.5,249,0.3,2
366,247,0.3,4
241,3,0.3,3
372,3,0.3,5
369,248,0.3,4
238,4,0.3,3
244,2,0.3,3
339,238,0.3,4
375,250,0.3,2
375,250,0.3,5
376,248,0.3,2
368,246,0.3,5
244,2,0.3,3
335.5,236,0.3,4
375.5,249,0.3,2
368.5,3,0.3,5
376,248,0.3,2
360,245,0.3,4
238,4,0.3,3
371.5,2,0.3,5
238,4,0.3,3
375,250,0.3,4
376,248,0.3,2
372,23,0.3,5
376.5,247,0.3,2
375,250,0.3,4
244,2,0.3,3
375,250,0.3,5
372,249,0.3,4
235,5,0.3,3
241,3,0.3,3
372,249,0.3,4
376,248,0.3,2
372,131,0.3,5
375.5,249,0.3,2
361.5,7,0.3,5
241,3,0.3,3
363,246,0.3,4
376.5,247,0.3,2
371.5,248,0.3,5
375,250,0.3,2
369,248,0.3,4
238,4,0.3,3
372,1,0.3,5
241,3,0.3,3
371.5,248,0.3,4
375,250,0.3,2
375,250,0.3,5
375.5,249,0.3,2
250,3,0.3,4
247,1,0.3,3
365,3,0.3,5
375,250,0.3,4
241,3,0.3,3
244,2,0.3,3
375,250,0.3,4
376.5,247,0.3,2
368.5,5,0.3,5
376,248,0.3,2
361.5,7,0.3,5
238,4,0.3,3
363,246,0.3,4
376,248,0.3,2
375,250,0.3,5
375.5,249,0.3,2
369,248,0.3,4
244,2,0.3,3
365,3,0.3,5
241,3,0.3,3
372,249,0.3,4
375.5,249,0.3,2
375,248,0.3,5
375,250,0.3,2
375,250,0.3,4
